agent_ID,parameters_ID,stockout,CV,order_cost,mean_gap,time
1,1,10.0,0.4,80,0.010405939644389416,19.106214833259582
2,1,10.0,0.4,80,0.03153294281087114,19.278037917613982
3,1,10.0,0.4,80,0.027708577644346838,19.129033585389454
4,1,10.0,0.4,80,0.012252267455883498,19.146571016311647
5,1,10.0,0.4,80,0.0144609510109101,19.1372585495313
6,1,10.0,0.4,80,0.010934264417252912,19.149709713459014
7,1,10.0,0.4,80,1.4834260569233417,18.892308882872264
8,1,10.0,0.4,80,1.4831940402198485,18.912781782944997
9,1,10.0,0.4,80,1.4830697971582776,18.898206901550292
10,1,10.0,0.4,80,1.483006455441252,18.888573666413624
11,1,10.0,0.4,80,0.02466383297985223,19.237035914262137
12,1,10.0,0.4,80,0.010836167366406737,19.161584067344666
13,1,10.0,0.4,80,1.4835598069939817,18.893107148011527
14,1,10.0,0.4,80,0.02513441714067803,19.23894358476003
15,1,10.0,0.4,80,0.02056749279270076,19.166617401440938
16,1,10.0,0.4,80,0.012944161060578701,19.141307163238526
17,1,10.0,0.4,80,0.010319140248888142,19.169298164049785
18,1,10.0,0.4,80,0.010579488624781334,19.171817914644876
19,1,10.0,0.4,80,0.021044869362663282,19.102526164054872
20,1,10.0,0.4,80,1.4831627103911122,18.95347929795583
21,2,25.0,0.4,80,0.03152705406193905,19.21291598478953
22,2,25.0,0.4,80,0.01055400910787402,19.254298281669616
23,2,25.0,0.4,80,0.04484343733072972,19.241205167770385
24,2,25.0,0.4,80,0.0206334541787411,19.55678656498591
25,2,25.0,0.4,80,0.007734913075063906,19.241849867502847
26,2,25.0,0.4,80,0.02331400380292615,19.218026550610862
27,2,25.0,0.4,80,0.01003636722521801,19.196040232976276
28,2,25.0,0.4,80,0.029559215736839308,19.16498231490453
29,2,25.0,0.4,80,0.042978995225907944,19.25712313254674
30,2,25.0,0.4,80,0.03207872616772165,19.271472398440043
31,2,25.0,0.4,80,0.023962085411293334,19.34194683233897
32,2,25.0,0.4,80,0.01814833478780067,19.24765306711197
33,2,25.0,0.4,80,0.019207611569336216,19.256933867931366
34,2,25.0,0.4,80,0.03516021247526665,19.295326999823253
35,2,25.0,0.4,80,0.008637082704358765,19.221868296464283
36,2,25.0,0.4,80,0.01620729873141239,19.425774800777436
37,2,25.0,0.4,80,0.03211259591255882,19.467174232006073
38,2,25.0,0.4,80,0.02108987510722246,19.19226045211156
39,2,25.0,0.4,80,0.020018428355360118,19.407542181015014
40,2,25.0,0.4,80,0.03672652122709324,19.49378934701284
41,3,50.0,0.4,80,0.020504671887727845,19.200484883785247
42,3,50.0,0.4,80,0.013739336604179484,19.261593067646025
43,3,50.0,0.4,80,0.040736422500926246,19.61680113474528
44,3,50.0,0.4,80,0.027446757668619797,19.525221065680185
45,3,50.0,0.4,80,0.009238355833902619,19.423870897293092
46,3,50.0,0.4,80,0.026572491486412005,19.326200767358145
47,3,50.0,0.4,80,0.010745587633488896,19.26622081597646
48,3,50.0,0.4,80,0.013739530701493741,19.272578251361846
49,3,50.0,0.4,80,0.01742079690197064,19.54860105117162
50,3,50.0,0.4,80,0.036664674256839454,19.297306934992474
51,3,50.0,0.4,80,0.01576323100759446,19.310460833708444
52,3,50.0,0.4,80,0.0297944094671128,19.22217043240865
53,3,50.0,0.4,80,0.016264246650531004,19.20779254833857
54,3,50.0,0.4,80,0.05527265474456368,19.58004888296127
55,3,50.0,0.4,80,0.020897509995649686,19.230325218041738
56,3,50.0,0.4,80,0.0174524311691062,19.482921918233234
57,3,50.0,0.4,80,0.017354965875128418,19.46175976594289
58,3,50.0,0.4,80,0.013164748655079415,19.216889349619546
59,3,50.0,0.4,80,0.019437211329313038,19.1974692662557
60,3,50.0,0.4,80,0.01109364068014031,19.24020861387253
61,4,100.0,0.4,80,0.019061734693499057,19.498922618230186
62,4,100.0,0.4,80,0.013267633966790354,19.423007301489513
63,4,100.0,0.4,80,0.04800312274867892,19.181425134340923
64,4,100.0,0.4,80,0.013105151461247735,19.207805116971333
65,4,100.0,0.4,80,0.014395467649056769,19.318188448746998
66,4,100.0,0.4,80,0.018158739681965724,19.47806156873703
67,4,100.0,0.4,80,0.014817059229077478,19.17819906870524
68,4,100.0,0.4,80,0.019066274318958864,19.558095399538676
69,4,100.0,0.4,80,0.0148507535222037,19.496925365924834
70,4,100.0,0.4,80,0.018594396990659123,19.504629250367483
71,4,100.0,0.4,80,0.013904587470659669,19.36495024760564
72,4,100.0,0.4,80,20.932064823168133,18.92576140165329
73,4,100.0,0.4,80,0.026869948980794648,19.488493700822193
74,4,100.0,0.4,80,0.014214900544574848,19.5025505344073
75,4,100.0,0.4,80,0.029820805106789087,19.51060311794281
76,4,100.0,0.4,80,0.030558935457789087,19.504579583803814
77,4,100.0,0.4,80,0.01751614616612697,19.355323016643524
78,4,100.0,0.4,80,0.019442460409081118,19.22262146870295
79,4,100.0,0.4,80,0.01153292098106034,19.50456920067469
80,4,100.0,0.4,80,0.01098577922959309,19.482640147209167
81,5,10.0,0.4,360,0.19078555132020455,19.21907946666082
82,5,10.0,0.4,360,0.19085129399519343,19.066686650117237
83,5,10.0,0.4,360,0.1909341715088075,18.94338051478068
84,5,10.0,0.4,360,0.19096080206746466,19.0661101659139
85,5,10.0,0.4,360,0.19070096859804544,18.94919773340225
86,5,10.0,0.4,360,0.19063302732601858,19.20060315132141
87,5,10.0,0.4,360,0.19081279400446977,19.0489897330602
88,5,10.0,0.4,360,0.19099857411362778,19.15179503361384
89,5,10.0,0.4,360,0.19076401132721746,19.086094534397127
90,5,10.0,0.4,360,0.19060536583056722,19.15765218337377
91,5,10.0,0.4,360,0.19080646282567415,19.21543618440628
92,5,10.0,0.4,360,0.19070022721881455,19.221366115411122
93,5,10.0,0.4,360,0.1907316587863843,19.21586011648178
94,5,10.0,0.4,360,0.1907886896900217,19.25775218407313
95,5,10.0,0.4,360,0.19090123490742428,19.078042682011922
96,5,10.0,0.4,360,0.1907123421282575,18.91295996507009
97,5,10.0,0.4,360,0.19078276448254536,19.221018501122792
98,5,10.0,0.4,360,0.19064250292581056,19.165847984949746
99,5,10.0,0.4,360,0.19075243650832416,19.179716849327086
100,5,10.0,0.4,360,0.19082164187242856,19.094640815258025
101,6,25.0,0.4,360,1.8220948304191462,19.247111284732817
102,6,25.0,0.4,360,1.8222063086845184,19.42221566836039
103,6,25.0,0.4,360,1.8219731043224092,19.388906717300415
104,6,25.0,0.4,360,1.8220670786512738,19.0945600827535
105,6,25.0,0.4,360,1.822328751662841,19.363596514860788
106,6,25.0,0.4,360,1.8221099265743688,19.126756918430328
107,6,25.0,0.4,360,1.8223315013784893,19.10695388317108
108,6,25.0,0.4,360,1.82241995819232,19.412653831640878
109,6,25.0,0.4,360,1.8225801421268455,19.111017815272014
110,6,25.0,0.4,360,1.8219965151301583,19.174428900082905
111,6,25.0,0.4,360,1.8217774737386085,19.43550423383713
112,6,25.0,0.4,360,1.8217856453951906,19.403756014506023
113,6,25.0,0.4,360,1.8219952767410827,19.325279200077055
114,6,25.0,0.4,360,1.822202601678765,19.78188178141912
115,6,25.0,0.4,360,1.8222277638403068,19.945000167687734
116,6,25.0,0.4,360,1.8224868568394663,19.47041919628779
117,6,25.0,0.4,360,1.8222925134883665,20.153330266475677
118,6,25.0,0.4,360,1.8220932259098523,19.533989214897154
119,6,25.0,0.4,360,1.8221125680871177,20.00156396627426
120,6,25.0,0.4,360,1.8224792406453572,21.20926595131556
121,7,50.0,0.4,360,0.026498342120166312,21.087457303206126
122,7,50.0,0.4,360,0.025875620018246004,21.08648428519567
123,7,50.0,0.4,360,0.03742584324953126,20.583813281853995
124,7,50.0,0.4,360,0.028792895541897033,20.425553798675537
125,7,50.0,0.4,360,0.025625381724430168,20.34046364625295
126,7,50.0,0.4,360,0.02886105025626388,19.864074516296387
127,7,50.0,0.4,360,0.02384962047030844,19.474815718332927
128,7,50.0,0.4,360,0.03331914791335762,19.60962571700414
129,7,50.0,0.4,360,0.02581462466728245,20.364250934123994
130,7,50.0,0.4,360,0.018392793117865618,19.99707219998042
131,7,50.0,0.4,360,0.016880970586185984,19.54431855281194
132,7,50.0,0.4,360,0.022334869404447535,19.833756585915882
133,7,50.0,0.4,360,0.01263007477962848,20.03642033338547
134,7,50.0,0.4,360,4.524145654174299,29.695860199133556
135,7,50.0,0.4,360,0.021638669967593244,19.280792232354482
136,7,50.0,0.4,360,0.019648499750780625,19.21888803243637
137,7,50.0,0.4,360,0.015619170189783845,19.227042814095814
138,7,50.0,0.4,360,0.024804378068751323,19.22598288456599
139,7,50.0,0.4,360,0.02321808678457823,19.23076614936193
140,7,50.0,0.4,360,4.525019476268795,19.01150018374125
141,8,100.0,0.4,360,0.02114688957976145,19.30014495054881
142,8,100.0,0.4,360,0.02673767923543451,19.2547434647878
143,8,100.0,0.4,360,0.03291627273357855,19.20927676757177
144,8,100.0,0.4,360,0.033920796343055615,19.2223729968071
145,8,100.0,0.4,360,0.027314193231450408,19.212401552995047
146,8,100.0,0.4,360,0.029605450596315187,19.27415803273519
147,8,100.0,0.4,360,0.01050229569354731,19.287514901161195
148,8,100.0,0.4,360,0.029249506999286426,19.257989331086478
149,8,100.0,0.4,360,0.03373103651972648,19.324543035030366
150,8,100.0,0.4,360,0.015074829295250699,19.266699914137522
151,8,100.0,0.4,360,0.04260873951400313,19.265024316310882
152,8,100.0,0.4,360,0.010648346689725535,19.249917546908062
153,8,100.0,0.4,360,9.855087513498015,18.993585781256357
154,8,100.0,0.4,360,0.029917397687845692,19.27624089717865
155,8,100.0,0.4,360,0.020833508858567638,19.33317438364029
156,8,100.0,0.4,360,0.019341693676529034,19.26845866839091
157,8,100.0,0.4,360,0.02970457052430325,19.282760365804037
158,8,100.0,0.4,360,0.008420263764013232,19.244935063521066
159,8,100.0,0.4,360,0.028065741810305238,19.283217684427896
160,8,100.0,0.4,360,0.015087017381530248,19.24499499797821
161,9,10.0,0.4,1280,-5.17038869731794e-5,18.985924716790517
162,9,10.0,0.4,1280,7.316211319346343e-5,18.98667370080948
163,9,10.0,0.4,1280,4.2151760295257026e-5,18.9621640642484
164,9,10.0,0.4,1280,4.563371400915117e-5,18.99956256945928
165,9,10.0,0.4,1280,0.0001526713567589839,19.00481773217519
166,9,10.0,0.4,1280,3.898185312198521e-5,18.990599834918974
167,9,10.0,0.4,1280,-1.7831564118951705e-5,19.072766602039337
168,9,10.0,0.4,1280,-0.0002021463946518689,19.021801630655926
169,9,10.0,0.4,1280,0.00011046090770363981,19.041513001918794
170,9,10.0,0.4,1280,-9.381916791425194e-5,19.04097604751587
171,9,10.0,0.4,1280,-2.6809511196990155e-5,19.046554334958394
172,9,10.0,0.4,1280,-0.00013443884354865987,19.033722082773846
173,9,10.0,0.4,1280,0.00012857739196136064,18.980048700173697
174,9,10.0,0.4,1280,-1.304685822977092e-5,19.133114886283874
175,9,10.0,0.4,1280,1.8404234842826604e-5,19.08546899954478
176,9,10.0,0.4,1280,-5.422695819920698e-5,19.100415535767873
177,9,10.0,0.4,1280,2.690616813306579e-5,19.05971851746241
178,9,10.0,0.4,1280,-7.060471839774962e-5,19.050223318735757
179,9,10.0,0.4,1280,2.9853756259480058e-5,24.098568081855774
180,9,10.0,0.4,1280,0.00015101340081553305,27.442785235246024
181,10,25,0.4,1280,0.4597772184921199,19.105281364917754
182,10,25,0.4,1280,0.45951210711795243,18.74119944969813
183,10,25,0.4,1280,0.4598682052918606,18.75136671861013
184,10,25,0.4,1280,0.45965561669457133,18.7313312013944
185,10,25,0.4,1280,0.4595677810822616,18.46153833468755
186,10,25,0.4,1280,0.4595409953524884,18.47664938370387
187,10,25,0.4,1280,0.4597802182397288,18.487034400304157
188,10,25,0.4,1280,0.45979757269975546,18.59093412955602
189,10,25,0.4,1280,0.45989677434645154,18.528536570072173
190,10,25,0.4,1280,0.45977324527989116,18.50469826857249
191,10,25,0.4,1280,0.45960040308821565,18.47651000022888
192,10,25,0.4,1280,0.4597739544361723,18.45217318534851
193,10,25,0.4,1280,0.45969167335757505,18.46200313568115
194,10,25,0.4,1280,0.45991724520436,18.48763655026754
195,10,25,0.4,1280,0.4597988358109351,18.466944150129954
196,10,25,0.4,1280,0.45983948119204543,18.534914298852286
197,10,25,0.4,1280,0.45995391357340754,18.490707031885783
198,10,25,0.4,1280,0.4597465792484768,18.50415631532669
199,10,25,0.4,1280,0.4595857091710658,18.506557349363963
200,10,25,0.4,1280,0.4598198896115813,18.525724498430886
201,11,50,0.4,1280,1.8687700624347705,18.508430898189545
202,11,50,0.4,1280,1.869019688209911,18.572233017285665
203,11,50,0.4,1280,1.8692061648622773,18.500394519170126
204,11,50,0.4,1280,1.8687340239007022,18.522905464967092
205,11,50,0.4,1280,1.8688607688220524,18.50264875094096
206,11,50,0.4,1280,1.869076738888585,18.49969676733017
207,11,50,0.4,1280,1.8682849679538998,18.5244003812472
208,11,50,0.4,1280,1.8689051816873203,18.50034251610438
209,11,50,0.4,1280,1.8695718008672446,18.506739485263825
210,11,50,0.4,1280,1.8686738498566633,18.539964099725086
211,11,50,0.4,1280,1.8688105610125019,18.526470017433166
212,11,50,0.4,1280,1.8691178253241552,18.522489448388416
213,11,50,0.4,1280,1.869037461117209,18.526692100365956
214,11,50,0.4,1280,1.8686385010146456,18.48125159740448
215,11,50,0.4,1280,1.8688158323874329,18.655916301409402
216,11,50,0.4,1280,1.8688449471139572,18.653926014900208
217,11,50,0.4,1280,1.8688071107678386,18.660347068309783
218,11,50,0.4,1280,1.8687141260340863,18.72623916864395
219,11,50,0.4,1280,1.869064756658088,18.69781776666641
220,11,50,0.4,1280,1.8691301620646055,18.636801067988078
221,12,100,0.4,1280,4.669462002370461,18.532038764158884
222,12,100,0.4,1280,4.66918799099408,18.57548160155614
223,12,100,0.4,1280,0.019626393230708087,18.816847201188406
224,12,100,0.4,1280,0.028120394061439024,18.723107250531516
225,12,100,0.4,1280,0.00668294925074499,18.971896251042683
226,12,100,0.4,1280,0.031471631760404614,18.85853543281555
227,12,100,0.4,1280,0.0389171423373656,18.841823363304137
228,12,100,0.4,1280,4.669340470843419,18.572028883298238
229,12,100,0.4,1280,0.04200480777133638,18.793607314427693
230,12,100,0.4,1280,0.015843234846802806,18.831554631392162
231,12,100,0.4,1280,0.02249570990013808,18.782482302188875
232,12,100,0.4,1280,4.670730862651293,18.534698100884757
233,12,100,0.4,1280,0.042951574860981515,18.84759941895803
234,12,100,0.4,1280,0.12903499083550127,18.667111384868623
235,12,100,0.4,1280,0.03604149741763244,18.83119399944941
236,12,100,0.4,1280,4.669662779741627,18.60162408351898
237,12,100,0.4,1280,0.01386507653891786,18.948096350828806
238,12,100,0.4,1280,4.6695492610256935,18.562479849656423
239,12,100,0.4,1280,4.668744467762624,18.796396084626515
240,12,100,0.4,1280,4.669640394311906,19.132700916131338
