stockout,CV,order_cost,leadtime,gap,size
10,0.4,80,0,0.011715711699531273,20
10,0.4,80,0,0.01263461627422641,10
10,0.4,80,0,0.012338702077651257,10
10,0.4,80,0,0.013355383298472084,5
10,0.4,80,0,0.016810165335166844,5
10,0.4,80,0,0.013475324918662653,5
10,0.4,80,0,0.013744761949173423,5
25,0.4,80,0,0.009314051198150135,20
25,0.4,80,0,0.00890005260069082,10
25,0.4,80,0,0.00801953067864444,10
25,0.4,80,0,0.00840166511453063,5
25,0.4,80,0,0.03385293535603231,5
25,0.4,80,0,0.01077160343318283,5
25,0.4,80,0,0.010392817452063526,5
50,0.4,80,0,0.011992874297559736,20
50,0.4,80,0,0.013679758722747152,10
50,0.4,80,0,0.014765202429137739,10
50,0.4,80,0,0.016432266591528813,5
50,0.4,80,0,0.011305669765457197,5
50,0.4,80,0,0.012670679191726451,5
50,0.4,80,0,0.02240061266051568,5
100,0.4,80,0,0.011697438005505875,20
100,0.4,80,0,0.013695257153791614,10
100,0.4,80,0,0.00958903765024384,10
100,0.4,80,0,0.018301962790328467,5
100,0.4,80,0,0.012184444230582831,5
100,0.4,80,0,0.012796214012092992,5
100,0.4,80,0,0.014242340544535267,5
10,0.4,360,0,0.005277460751769123,20
10,0.4,360,0,0.008206931869681402,10
10,0.4,360,0,0.006566241991678274,10
10,0.4,360,0,0.010369811397819529,5
10,0.4,360,0,0.0051788158081884725,5
10,0.4,360,0,0.011570702437447256,5
10,0.4,360,0,0.004927090422148316,5
25,0.4,360,0,0.01466606398577201,20
25,0.4,360,0,0.014910559026009606,10
25,0.4,360,0,0.011002711473623574,10
25,0.4,360,0,0.017726377049817717,5
25,0.4,360,0,0.011611520319784586,5
25,0.4,360,0,0.00876340740771019,5
25,0.4,360,0,0.015473481010084542,5
50,0.4,360,0,0.010711373271162335,20
50,0.4,360,0,0.015099643894329936,10
50,0.4,360,0,0.011558544088799015,10
50,0.4,360,0,0.011573563354087012,5
50,0.4,360,0,0.02588942025654264,5
50,0.4,360,0,0.014955752224540333,5
50,0.4,360,0,0.011742601432924032,5
100,0.4,360,0,0.020446142846319362,20
100,0.4,360,0,0.021544068456219728,10
100,0.4,360,0,0.023469772040590472,10
100,0.4,360,0,0.023637145719542115,5
100,0.4,360,0,0.017522404892091708,5
100,0.4,360,0,0.027671235879948894,5
100,0.4,360,0,0.015661114370339662,5
10,0.4,1280,0,2.361341623083657e-5,20
10,0.4,1280,0,-0.000177335161907048,10
10,0.4,1280,0,0.00012351088377127861,10
10,0.4,1280,0,-4.963825220215656e-5,5
10,0.4,1280,0,0.00017962402839037095,5
10,0.4,1280,0,0.00016503561314700076,5
10,0.4,1280,0,0.0001747512935880118,5
25,0.4,1280,0,0.022153935378739616,20
25,0.4,1280,0,0.01602288597536515,10
25,0.4,1280,0,0.030194381444279505,10
25,0.4,1280,0,0.016303125819515537,5
25,0.4,1280,0,0.01786291788469702,5
25,0.4,1280,0,0.036089164786672887,5
25,0.4,1280,0,0.03297418026112714,5
50,0.4,1280,0,0.0007028926493329656,20
50,0.4,1280,0,0.004171963229176384,10
50,0.4,1280,0,0.011858142853599062,10
50,0.4,1280,0,0.00993895648889301,5
50,0.4,1280,0,0.013434280229114567,5
50,0.4,1280,0,0.010410920666508094,5
50,0.4,1280,0,0.013389541460132813,5
100,0.4,1280,0,0.005710548445951338,20
100,0.4,1280,0,0.007648202032234646,10
100,0.4,1280,0,0.002458089437795834,10
100,0.4,1280,0,0.0081952057408075,5
100,0.4,1280,0,0.011428100045694294,5
100,0.4,1280,0,0.01307205057029267,5
100,0.4,1280,0,0.004134392044241302,5
