agent_ID,parameters_ID,order_cost,leadtime,mean_gap
160,8,360,2,0.018623165761060708
161,9,360,4,0.017954128610649944
162,9,360,4,0.02725702339844365
163,9,360,4,0.013525497953599865
164,9,360,4,0.043554435917661206
165,9,360,4,0.015758647576773473
166,9,360,4,0.022925639901816453
167,9,360,4,0.024131438148781555
168,9,360,4,0.022720160120662428
169,9,360,4,0.0188021139630578
170,9,360,4,0.02609256627127004
171,9,360,4,0.018302970733279158
172,9,360,4,0.008672968111694778
173,9,360,4,0.026610309903103792
174,9,360,4,0.02067496306794597
175,9,360,4,0.02852904213901233
176,9,360,4,0.024589063452302523
177,9,360,4,0.015212106588441684
178,9,360,4,0.0174257931725409
179,9,360,4,0.019102678157840072
180,9,360,4,0.02197393275051806
181,10,360,8,0.035600263098703816
182,10,360,8,0.04858709606516351
183,10,360,8,0.19530357842051643
184,10,360,8,0.1609144682641232
185,10,360,8,0.04906753917144292
186,10,360,8,0.37476942784875145
187,10,360,8,0.05456329328971486
188,10,360,8,0.18574937179472775
189,10,360,8,0.03562667285894742
190,10,360,8,0.08280879864952832
191,10,360,8,0.02143609081459236
192,10,360,8,0.19651268329980762
193,10,360,8,1.5080416344347811
194,10,360,8,0.15967660379305876
195,10,360,8,0.18990946414614382
196,10,360,8,0.07701485795795404
197,10,360,8,0.056320706410500805
198,10,360,8,0.06217520738290712
199,10,360,8,0.03180373159425244
200,10,360,8,0.04946214139532565
201,11,1280,0,15.92925482772835
202,11,1280,0,0.03588552947694655
203,11,1280,0,0.04672512282524041
204,11,1280,0,0.0408875261052791
205,11,1280,0,0.023677257349358157
206,11,1280,0,0.03512870550127749
207,11,1280,0,0.040125511898488085
208,11,1280,0,15.92984674527549
209,11,1280,0,0.012149491836471571
210,11,1280,0,0.030786077744442947
211,11,1280,0,0.014918497534684499
212,11,1280,0,0.04571839214916482
213,11,1280,0,0.05400068609132436
214,11,1280,0,0.030565532122694458
215,11,1280,0,0.02066996157041655
216,11,1280,0,0.040803278893540476
217,11,1280,0,0.032928433869076804
218,11,1280,0,0.030449210876891078
219,11,1280,0,0.03958925129675348
220,11,1280,0,0.030358743678210558
221,12,1280,1,15.644851212193712
222,12,1280,1,0.03454890773005113
223,12,1280,1,0.03408717086536566
224,12,1280,1,0.017835815885670923
225,12,1280,1,0.022454037453701045
226,12,1280,1,0.0424479254468978
227,12,1280,1,0.023429635001153564
228,12,1280,1,0.04752507945393143
229,12,1280,1,0.02254466132090254
230,12,1280,1,0.015282530260150763
231,12,1280,1,0.024132590936295016
232,12,1280,1,0.025581690453759347
233,12,1280,1,0.02265658825616796
234,12,1280,1,0.009222183031841278
235,12,1280,1,0.01755193285825873
236,12,1280,1,0.0333049835561224
237,12,1280,1,0.016587081613273724
238,12,1280,1,0.020146594345689352
239,12,1280,1,0.026992518408994522
240,12,1280,1,0.022120475602569918
241,13,1280,2,0.026591242548990292
242,13,1280,2,0.017815409392784486
243,13,1280,2,0.0235055351349154
244,13,1280,2,0.021456976405156133
245,13,1280,2,0.03075303131546434
246,13,1280,2,0.030798345497243036
247,13,1280,2,0.018851636148466345
248,13,1280,2,0.01984196566254217
249,13,1280,2,0.029867541620164334
250,13,1280,2,0.016777004328700038
251,13,1280,2,0.010723877195216029
252,13,1280,2,0.028020077356821375
253,13,1280,2,0.018113779993912043
254,13,1280,2,0.023021827352699253
255,13,1280,2,0.0318983015010744
256,13,1280,2,0.021209488695303803
257,13,1280,2,0.033258818093870976
258,13,1280,2,0.022082119817713724
259,13,1280,2,0.015562286825368005
260,13,1280,2,0.023503464468310607
261,14,1280,4,0.04212872313156114
262,14,1280,4,0.017671284335280507
263,14,1280,4,0.025260177934739402
264,14,1280,4,0.038634152215859814
265,14,1280,4,0.020676837289512896
266,14,1280,4,0.025454820735517577
267,14,1280,4,0.028563157066850232
268,14,1280,4,0.045987541250927966
269,14,1280,4,0.036658875738299554
270,14,1280,4,0.037456987852224156
271,14,1280,4,0.03543086059158002
272,14,1280,4,0.03417635376077893
273,14,1280,4,14.181734456049286
274,14,1280,4,0.02195657725715712
275,14,1280,4,0.04520528749566453
276,14,1280,4,0.003274810773392528
277,14,1280,4,0.030821473242348782
278,14,1280,4,0.03159176223074421
279,14,1280,4,0.02571894052117559
280,14,1280,4,0.02810659668395573
281,15,1280,8,0.06390821397463223
282,15,1280,8,0.3442565827165373
283,15,1280,8,0.04447335609057374
284,15,1280,8,0.13915293850244212
285,15,1280,8,10.80249587247299
286,15,1280,8,2.1556669086981577
287,15,1280,8,0.07732952243467688
288,15,1280,8,0.04736858136993461
289,15,1280,8,10.801967630795188
290,15,1280,8,0.0658910679827171
291,15,1280,8,0.11732985489691866
292,15,1280,8,0.04561501661012703
293,15,1280,8,0.021778448252484248
294,15,1280,8,0.06015695890766991
295,15,1280,8,0.08027584065414249
296,15,1280,8,0.06488160530415392
297,15,1280,8,0.035025987310361294
298,15,1280,8,0.25153307687675747
299,15,1280,8,0.22004086270773712
300,15,1280,8,0.4891099791004532
