agent_ID,parameters_ID,stockout,CV,order_cost,leadtime,mean_gap,time
1,1,5,0.2,80,0.0,36.64034290634054,15.287318666776022
2,1,5,0.2,80,0.0,0.048881140390172,15.402262965838114
3,1,5,0.2,80,0.0,0.03802892957033903,15.33201821645101
4,1,5,0.2,80,0.0,2.205182143540294,15.319418501853942
5,1,5,0.2,80,0.0,36.643656018719156,15.196205234527588
6,1,5,0.2,80,0.0,0.041016740063023284,15.374980413913727
7,1,5,0.2,80,0.0,0.036748806654890165,15.327832917372385
8,1,5,0.2,80,0.0,0.03372877251981238,15.336291817824046
9,1,5,0.2,80,0.0,0.044479305038662646,15.476266916592916
10,1,5,0.2,80,0.0,0.035629220835774494,15.461987034479778
11,1,5,0.2,80,0.0,0.04267055540604379,15.44755228360494
12,1,5,0.2,80,0.0,0.03799222201306433,15.372289419174194
13,1,5,0.2,80,0.0,36.64291057973865,15.318708034356435
14,1,5,0.2,80,0.0,0.042888277757343655,15.384718851248424
15,1,5,0.2,80,0.0,0.06201859660390599,15.334638448556264
16,1,5,0.2,80,0.0,0.03702807497879594,15.352094797293345
17,1,5,0.2,80,0.0,0.04504618650529111,15.356817400455474
18,1,5,0.2,80,0.0,0.06466364662605999,15.347050213813782
19,1,5,0.2,80,0.0,36.640427599384196,15.241953551769257
20,1,5,0.2,80,0.0,0.03578822376272568,15.324367849032084
21,2,5,0.4,80,0.0,0.04124658457753328,15.39178500175476
22,2,5,0.4,80,0.0,35.53780413124054,15.230341800053914
23,2,5,0.4,80,0.0,0.03810128364989266,15.338355632623037
24,2,5,0.4,80,0.0,2.312987165929769,15.303308482964834
25,2,5,0.4,80,0.0,0.03400168802252193,15.351745633284251
26,2,5,0.4,80,0.0,0.024543124477153955,15.467410051822663
27,2,5,0.4,80,0.0,0.02882435366390278,15.463363353411356
28,2,5,0.4,80,0.0,2.09831461467531,15.39535588423411
29,2,5,0.4,80,0.0,0.04378530197121689,15.451001250743866
30,2,5,0.4,80,0.0,0.03051330209199449,15.477212981383007
31,2,5,0.4,80,0.0,35.54327166431388,15.284619069099426
32,2,5,0.4,80,0.0,0.02725994988056603,15.435386435190837
33,2,5,0.4,80,0.0,0.03068472913054684,15.352237216631572
34,2,5,0.4,80,0.0,0.0245226434999714,15.342426252365112
35,2,5,0.4,80,0.0,0.024005477838426336,15.399387733141582
36,2,5,0.4,80,0.0,0.02579926940879213,15.351958799362183
37,2,5,0.4,80,0.0,0.03032584568530695,15.367611149946848
38,2,5,0.4,80,0.0,35.538577528847924,15.236586300532023
39,2,5,0.4,80,0.0,0.050977106914745274,15.362537082036336
40,2,5,0.4,80,0.0,0.03271888958791747,15.445145535469056
41,3,10,0.2,80,0.0,0.04502641454921258,15.373722100257874
42,3,10,0.2,80,0.0,0.03756649267934449,15.39717499812444
43,3,10,0.2,80,0.0,0.04628929632142288,15.316661234696706
44,3,10,0.2,80,0.0,0.038816829018560504,15.328570067882538
45,3,10,0.2,80,0.0,0.04069489628679645,15.340835479895274
46,3,10,0.2,80,0.0,0.0407025623365534,15.354453933238982
47,3,10,0.2,80,0.0,0.05206493378901856,15.308796513080598
48,3,10,0.2,80,0.0,0.039707591778581824,15.345858931541443
49,3,10,0.2,80,0.0,0.0398378432059167,15.366906030972798
50,3,10,0.2,80,0.0,70.7835408552567,15.21586869955063
51,3,10,0.2,80,0.0,0.04977461484212642,15.395828918615978
52,3,10,0.2,80,0.0,0.06714277785139862,15.3725102186203
53,3,10,0.2,80,0.0,1.2762486117453695,15.24722101688385
54,3,10,0.2,80,0.0,70.79076300591312,15.250084932645162
55,3,10,0.2,80,0.0,1.2705991091145918,15.366873633861541
56,3,10,0.2,80,0.0,0.0490300866393057,15.355023698012035
57,3,10,0.2,80,0.0,0.046987733315422386,15.367402199904124
58,3,10,0.2,80,0.0,0.041545474097115516,15.331673550605775
59,3,10,0.2,80,0.0,0.04175428118460738,15.348128283023835
60,3,10,0.2,80,0.0,0.045105140878506464,15.354934298992157
61,4,10,0.4,80,0.0,0.0314771787185002,15.36328826745351
62,4,10,0.4,80,0.0,0.030802968862703207,15.428279050191243
63,4,10,0.4,80,0.0,0.035623381319563836,15.384414263566335
64,4,10,0.4,80,0.0,0.03331921017925232,15.38747961918513
65,4,10,0.4,80,0.0,0.02648354030253141,15.320731584231059
66,4,10,0.4,80,0.0,0.030881468250828274,15.435764996210734
67,4,10,0.4,80,0.0,0.023798641400711175,15.412404314676921
68,4,10,0.4,80,0.0,0.029319285643630393,15.42248588403066
69,4,10,0.4,80,0.0,67.64980969694611,15.290215182304383
70,4,10,0.4,80,0.0,1.3092574009409808,15.411540381113689
71,4,10,0.4,80,0.0,0.027345442891932706,15.417199484507243
72,4,10,0.4,80,0.0,0.030781420110427827,15.412942417462666
73,4,10,0.4,80,0.0,0.024234526550125805,15.438642549514771
74,4,10,0.4,80,0.0,0.03501320181029305,15.427978936831156
75,4,10,0.4,80,0.0,0.02540725582364202,15.419606868426005
76,4,10,0.4,80,0.0,0.023228312594779723,15.425096396605174
77,4,10,0.4,80,0.0,0.028324153523513026,15.420872517426808
78,4,10,0.4,80,0.0,0.029749617718829374,15.439826067288717
79,4,10,0.4,80,0.0,0.03265573942371661,15.379740166664124
80,4,10,0.4,80,0.0,0.028957800576505974,15.440209416548411
81,5,5,0.2,360,0.0,0.046224261372975736,15.420421667893727
82,5,5,0.2,360,0.0,0.03977718041199161,15.461525468031565
83,5,5,0.2,360,0.0,0.06844111735689906,15.422761150201161
84,5,5,0.2,360,0.0,0.045677272567599,15.422717948754629
85,5,5,0.2,360,0.0,16.32265511059894,15.247812616825104
86,5,5,0.2,360,0.0,0.042693197621482305,15.451893734931947
87,5,5,0.2,360,0.0,0.03309004947670807,15.406998014450073
88,5,5,0.2,360,0.0,0.039849369865514774,15.445753232638042
89,5,5,0.2,360,0.0,0.04318023110197562,15.425379769007366
90,5,5,0.2,360,0.0,0.03654733742481561,15.428643683592478
91,5,5,0.2,360,0.0,0.05007375900210705,15.434966353575389
92,5,5,0.2,360,0.0,0.049154244758422776,15.476432351271312
93,5,5,0.2,360,0.0,0.028245642708229927,15.438355048497518
94,5,5,0.2,360,0.0,0.04921209618713402,15.408069082101186
95,5,5,0.2,360,0.0,0.05492245033502896,15.438506066799164
96,5,5,0.2,360,0.0,16.321958966698794,15.251933701833089
97,5,5,0.2,360,0.0,16.320929508996127,15.269399682680765
98,5,5,0.2,360,0.0,0.07742082681432148,15.445183018843332
99,5,5,0.2,360,0.0,0.054988887592259346,15.745429384708405
100,5,5,0.2,360,0.0,0.06037138385358082,15.914558732509613
101,6,5,0.4,360,0.0,0.05754026647070565,15.914934368928273
102,6,5,0.4,360,0.0,0.04103190215546616,15.977201052506764
103,6,5,0.4,360,0.0,16.186939236244235,15.74033943414688
104,6,5,0.4,360,0.0,16.188355086202336,15.787314049402873
105,6,5,0.4,360,0.0,0.033410558807368256,15.996390386422474
106,6,5,0.4,360,0.0,0.03236484077953017,15.934832036495209
107,6,5,0.4,360,0.0,0.05804868152314352,15.897564518451691
108,6,5,0.4,360,0.0,0.04478549184680109,15.906608414649963
109,6,5,0.4,360,0.0,0.033199927292512255,15.912656168142954
110,6,5,0.4,360,0.0,0.05520986302505992,15.943371550242107
111,6,5,0.4,360,0.0,0.04380989588745979,15.833648180961609
112,6,5,0.4,360,0.0,0.04526256975714618,15.916330365339915
113,6,5,0.4,360,0.0,0.04392432075704281,15.91971603234609
114,6,5,0.4,360,0.0,0.05849787843699848,15.966877349217732
115,6,5,0.4,360,0.0,16.186990909456842,15.742965114116668
116,6,5,0.4,360,0.0,0.036624900323492936,15.89158328374227
117,6,5,0.4,360,0.0,0.03313138904106805,15.880981850624085
118,6,5,0.4,360,0.0,16.188255695215705,15.806464930375418
119,6,5,0.4,360,0.0,0.042785565313406194,15.910072867075602
120,6,5,0.4,360,0.0,0.05216727977642255,15.905239534378051
121,7,10,0.2,360,0.0,0.03360833984425357,15.93770064910253
122,7,10,0.2,360,0.0,0.044283795768528936,15.876320052146912
123,7,10,0.2,360,0.0,0.03690837174661631,15.904813865820566
124,7,10,0.2,360,0.0,0.025879202371100102,15.89098140001297
125,7,10,0.2,360,0.0,0.034574142857407605,15.930494165420532
126,7,10,0.2,360,0.0,31.916979466443614,15.783014730612438
127,7,10,0.2,360,0.0,0.036573926555160174,15.910059416294098
128,7,10,0.2,360,0.0,0.0335843523349513,15.90688396692276
129,7,10,0.2,360,0.0,0.036411111965589195,15.916312050819396
130,7,10,0.2,360,0.0,0.03620404193616174,16.004123783111574
131,7,10,0.2,360,0.0,0.032495685336409084,16.040946650505067
132,7,10,0.2,360,0.0,0.03481814492303611,16.069810100396474
133,7,10,0.2,360,0.0,0.05923778493726448,16.040081699689228
134,7,10,0.2,360,0.0,0.04581729793753476,16.08209208250046
135,7,10,0.2,360,0.0,31.919478712173845,15.945745082696279
136,7,10,0.2,360,0.0,0.037185260397809325,16.04974236488342
137,7,10,0.2,360,0.0,0.05566472917357307,16.053826864560445
138,7,10,0.2,360,0.0,0.04296271467329099,16.04427578449249
139,7,10,0.2,360,0.0,0.03648796393452263,16.058290151755013
140,7,10,0.2,360,0.0,31.91790319909273,15.907409930229187
141,8,10,0.4,360,0.0,31.51711467639389,15.926341231664022
142,8,10,0.4,360,0.0,0.060119311743241345,15.987857949733733
143,8,10,0.4,360,0.0,0.044141631635593724,15.920285900433859
144,8,10,0.4,360,0.0,0.030253928697815468,15.888237782319386
145,8,10,0.4,360,0.0,0.02988279288397114,15.91212515036265
146,8,10,0.4,360,0.0,0.034254419435133944,15.932193831602733
147,8,10,0.4,360,0.0,31.51190682607953,15.795746250947316
148,8,10,0.4,360,0.0,0.03585682532464071,15.932745766639709
149,8,10,0.4,360,0.0,0.5165026240421584,15.832808049519857
150,8,10,0.4,360,0.0,0.037925606376025635,15.921447467803954
151,8,10,0.4,360,0.0,0.029330212289822733,15.944339915116627
152,8,10,0.4,360,0.0,0.03227558286900484,15.923003919919331
153,8,10,0.4,360,0.0,0.03385786552643238,15.947769502798716
154,8,10,0.4,360,0.0,0.034660194061534415,15.895035314559937
155,8,10,0.4,360,0.0,0.028103087975710934,15.94550010363261
156,8,10,0.4,360,0.0,0.03332387632646261,15.950075034300486
157,8,10,0.4,360,0.0,0.05215416822513189,15.962613280614217
158,8,10,0.4,360,0.0,0.025673241907762902,15.92288248538971
159,8,10,0.4,360,0.0,0.04611563439764067,15.92233676513036
160,8,10,0.4,360,0.0,0.030736186021086808,15.938138131300608
