agent_ID,parameters_ID,stockout,CV,order_cost,mean_gap,time
1,1,5,0.2,80,0.03373112448435332,17.95397435029348
2,1,5,0.2,80,0.01902208985360096,17.331148552894593
3,1,5,0.2,80,0.01914768380081753,17.410814583301544
4,1,5,0.2,80,0.021382829376802064,17.42435226837794
5,1,5,0.2,80,0.02005105442842434,17.44185848236084
6,1,5,0.2,80,0.023574827051004704,17.426454850037892
7,1,5,0.2,80,0.02467912542510165,17.42327249844869
8,1,5,0.2,80,36.64107584983824,17.230522882938384
9,1,5,0.2,80,0.028310017778369036,17.401318196455637
10,1,5,0.2,80,0.01771930918602954,17.398525182406107
11,1,5,0.2,80,0.02046974317618909,17.417160085837047
12,1,5,0.2,80,0.045761270855100795,17.40434161424637
13,1,5,0.2,80,0.04819121157130993,17.420017500718433
14,1,5,0.2,80,0.02793935591308769,17.41105999946594
15,1,5,0.2,80,0.025080079074706007,17.419342982769013
16,1,5,0.2,80,0.025864751039212996,17.399764533837637
17,1,5,0.2,80,0.01774596140312525,17.451096085707345
18,1,5,0.2,80,0.017197111927866104,17.474501315752665
19,1,5,0.2,80,0.01741426996411382,17.45978198448817
20,1,5,0.2,80,0.022714436695313683,17.484825432300568
21,2,5,0.4,80,0.04392145526510444,17.429958633581798
22,2,5,0.4,80,0.03696351245052155,17.48879855076472
23,2,5,0.4,80,0.013173217925569618,17.510264114538828
24,2,5,0.4,80,35.54127630013627,17.28282148440679
25,2,5,0.4,80,0.0094114754247098,17.46240481932958
26,2,5,0.4,80,0.02175743166913102,17.477188030878704
27,2,5,0.4,80,0.037195553579979786,17.495730566978455
28,2,5,0.4,80,0.0286484547377341,17.431160199642182
29,2,5,0.4,80,0.02292004316296245,17.453342815240223
30,2,5,0.4,80,0.02680535829656166,17.44787554740906
31,2,5,0.4,80,0.035286822714615855,17.435844616095224
32,2,5,0.4,80,0.025700407851971446,17.464836235841116
33,2,5,0.4,80,0.0386616584765539,17.454509019851685
34,2,5,0.4,80,0.02106186775824294,17.478806018829346
35,2,5,0.4,80,0.029451085099831388,17.489246046543123
36,2,5,0.4,80,0.025219917564484634,17.462255716323853
37,2,5,0.4,80,0.01957990642740768,17.482463447252908
38,2,5,0.4,80,0.014333748651021612,17.513107935587566
39,2,5,0.4,80,0.023445584947402027,17.52420030037562
40,2,5,0.4,80,0.012189755094513189,17.518194397290547
41,3,10,0.2,80,0.0464559602303267,17.4806697845459
42,3,10,0.2,80,0.022198235914922888,17.520878167947135
43,3,10,0.2,80,0.03459587283925608,17.535796264807384
44,3,10,0.2,80,0.02177844091327493,17.527018280824027
45,3,10,0.2,80,0.030085516263595825,17.565604082743327
46,3,10,0.2,80,0.026540021580684844,17.55541774829229
47,3,10,0.2,80,0.0526757136802983,17.530107418696087
48,3,10,0.2,80,0.022392873132412356,17.52569230000178
49,3,10,0.2,80,0.048263422247139816,17.51204890012741
50,3,10,0.2,80,0.03051790045097425,17.54679763317108
51,3,10,0.2,80,0.020050130585041008,17.493445750077566
52,3,10,0.2,80,0.020453510914966735,17.51522436539332
