ID,actor_ratio,actor_clip,batchsize,replaysize
1,0.25,Inf,64,32768
2,0.25,Inf,128,32768
3,0.125,Inf,64,32768
4,0.125,Inf,128,32768
1,0.25,Inf,64,32768
2,0.25,Inf,128,32768
3,0.125,Inf,64,32768
4,0.125,Inf,128,32768
