returns,last
"[-137831.8784116288, -137893.3369003179, -137622.18494803994, -38646.11000674368, -27220.639769183013, -16295.160425067563, -14293.633650251644, -13634.40302617946, -12982.265548146826, -11737.542449103496, -10981.752008057656, -10929.82369624244, -10631.561551325382, -10495.249097603677, -10549.723535271038, -10302.020264204899, -10324.768832964186, -10304.166676633911, -10059.660328263866, -9639.500178416693, -9803.835458283409, -9018.803366501888, -8903.523627777851, -8765.184689541835, -8853.92219956684, -8781.78267853523, -8816.123922827162, -8737.419713485191, -8707.442250701717, -8721.22180578086, -9057.274905140766, -8948.379734674474, -8668.375887368988, -8841.978027537267, -9249.566766768969, -9283.928547899219, -9392.636322077064, -9336.510322355902, -9342.91678887048, -9035.147219819186, -8925.19693837964, -8758.72466911037, -9184.45853695642, -9316.599713212085, -9303.56388346579, -9318.723070531349, -8604.938061707642, -8821.90750043653, -8811.135994515069, -8723.434515603589, -9232.996846465663, -9233.212732815451, -9250.546044510787, -9212.667872840662, -9319.294287059274, -9361.282045530608, -9513.19404078795, -9560.163597015324, -9480.896700833417, -9419.879011262348, -9354.196478953021, -9487.058238279546, -9406.478483395567, -9494.503648005306, -9643.588337260162, -9643.969073474083, -9582.275457602474, -9434.980523872335, -9340.883470531655, -9232.797461633556, -9155.549299055681, -9289.303319193863, -8918.548625667687, -8885.389856554408, -8928.916877718018, -9011.154754258348, -9160.659163275164, -9190.534723461904, -9031.180593786497, -9007.240811427044, -8815.129214276652, -8447.858704648037, -8457.924356202544, -8457.486844305724, -8468.440607240917, -8544.537706002104, -8617.134994256096, -9174.163573388301, -8416.054849706961, -8599.571116031539, -8622.71610773157, -8920.614742242215, -8991.716255110161, -9128.346610020148, -9261.217798178304, -8525.596092911204, -9103.242290461261, -8471.471528422288, -8404.676001121064, -8620.594909146024]",-8620.594909146024
"[-137870.41889304554, -138067.0788236582, -137894.09300924133, -137691.64646195888, -137734.18292789286, -137836.07056632472, -137847.76248175415, -137666.27165955937, -138145.70604892654, -137826.10079557012, -137786.96603734596, -137885.25438203203, -137822.4564309588, -137736.39909109665, -137873.0719945922, -137731.20880662286, -137936.65043167133, -137806.3448001174, -137817.90698726615, -137530.5937209254, -137722.09442518096, -137628.4672626523, -137914.3874317173, -137930.81014616744, -137852.51169959977, -137790.5016503296, -120435.89595563123, -73439.23945140158, -47581.7999935633, -27390.77845545457, -20714.739750036213, -18356.180691446498, -17700.48451731037, -17431.13848175841, -17457.75451632855, -17747.116244578978, -18295.351857930127, -17146.82764589941, -21525.64797229274, -25066.352035537864, -26934.630614309488, -28904.31524961569, -30373.882888454093, -29677.530272127315, -26684.03676965669, -21306.571286412185, -14406.72167846998, -14343.935628035848, -13928.079144855124, -13485.72078930094, -13361.01447573393, -13387.892654823518, -13218.407296948171, -12941.069370896535, -13136.365820523806, -13252.271235187513, -13372.019293197867, -13377.970896608773, -12954.946676188352, -12973.410364116635, -12623.862870946912, -12726.028191072346, -12555.688334445706, -12695.580463194494, -12226.101542747778, -11740.438978751155, -11716.773893823512, -11410.541169776987, -11184.527075351945, -11407.283057888928, -11218.531523619804, -10889.296073194284, -10535.525506471831, -10371.337373410293, -10337.407423299324, -10103.824247211805, -9866.649699817266, -9970.347801592603, -9682.785823568272, -10651.010599650685, -9436.801843403635, -9361.653653463705, -9296.133322039066, -9347.730279625195, -9345.195210193673, -9296.047927495536, -9247.084741522982, -9248.04492980609, -9183.225155496266, -9143.277777729434, -8648.931063346592, -8718.69016812418, -8502.171840525818, -8448.000994205962, -8481.24121371431, -8450.593775383082, -8433.602675970422, -8430.53416299154, -8428.574106008024, -8452.030835743615]",-8452.030835743615
"[-137848.24605911106, -137825.01297515034, -138108.4392676693, -137962.6653898088, -137565.08494221012, -137893.50048433593, -137656.45659299276, -137659.89912141577, -137523.45654449236, -137710.9450738162, -138206.08333798917, -137825.7356928815, -137715.8073395378, -137734.77670649264, -137790.7348543253, -137774.10173057267, -137748.75095258214, -137638.00733759307, -137775.72757248644, -137879.13486570146, -137835.6172067413, -137896.58556343528, -137860.67856333242, -137783.030834848, -137749.72947174407, -137839.23132944133, -137644.5358043672, -137618.1021113381, -137834.3464596727, -137707.19396553584, -137937.17284090767, -137884.6613482453, -137781.1295297488, -137541.19572627853, -137727.15324036323, -137893.40213365754, -137535.96368474673, -137937.2787286334, -137754.48879221614, -138023.36308483873, -138170.6352087007, -137514.1138803002, -137530.30074053246, -137907.20838694263, -138033.36988086667, -137922.81506956002, -137651.14498404623, -137743.60770940525, -138006.65070693946, -137904.04172415016, -137942.97857616484, -137751.06757431955, -137695.00833303086, -137626.87137706118, -137839.89372014545, -137730.1377898327, -137740.3971924977, -137526.50129209933, -137749.22366668642, -138049.93477440276, -137877.43926316928, -137928.90250123103, -137730.81481783357, -137972.1848975533, -137984.1631582077, -137600.84709154034, -137811.2204045003, -137874.58573344158, -137902.48683100496, -137769.7361336197, -137994.4820692089, -137892.61181959911, -137892.07877202448, -137989.1866692081, -137820.5815335533, -137495.07568412044, -137798.7401735154, -137744.09377453988, -137800.0849740973, -137667.54028611723, -137555.9651790162, -137876.61150533002, -137977.6366616191, -137958.17371133892, -137534.75796594107, -137659.3991337935, -137911.1177904403, -137705.722995091, -137988.8080204542, -137970.36853927874, -137791.19518131408, -137573.26796736472, -137940.47848964288, -137732.9991150534, -137915.6710847696, -137948.52818461994, -137982.47449901453, -137891.7637624242, -137880.97908004426, -137925.56802408237]",-137925.56802408237
"[-137814.40136309745, -137873.56552123578, -137926.40675232964, -137939.8457339036, -137886.1325898166, -137641.2549383876, -137886.254088635, -137817.1574891665, -137681.82887178534, -137581.2133106561, -137821.9416461489, -137786.28073229807, -137779.85691576908, -137691.35826485467, -137731.26922720755, -137906.7915635275, -137807.32929803108, -137793.56483414967, -137896.59747492857, -137631.94472143482, -137672.07254236643, -137835.40069952077, -137814.59858611855, -137771.07081626094, -137597.69016260063, -137710.5278758157, -137620.59854584932, -180972.8511131087, -98956.41570469835, -74958.99435033635, -58229.499449723946, -36710.805541131514, -28722.7233830055, -29098.946714321046, -31968.590946186967, -30759.01810355494, -20794.2199074048, -15194.46281601552, -13183.965777392626, -12917.808488200151, -11936.270316183125, -11219.730562683912, -10781.061574770241, -10199.43243677808, -9757.264325684499, -9704.889602466772, -9555.633202695471, -9450.59308666733, -9435.57407636774, -9410.406463970343, -9395.502107790833, -9382.886563732229, -9458.479459092892, -9457.514106210723, -9412.5287518562, -9433.45214474272, -9464.05593213728, -9455.545947637547, -9530.35051793935, -9526.357532644084, -9500.877438534208, -9273.468705354526, -8670.342264250105, -9325.792744844552, -8644.504873194786, -8718.83788125493, -8477.273431420179, -8512.157913906196, -8580.962277209102, -8509.167825956669, -8716.144911609445, -8821.01941839646, -8856.00212817963, -9009.767574229314, -9014.764415931015, -9021.52731026268, -9008.22973104813, -8994.39581541251, -9020.944821788713, -9104.56467824678, -9776.179131664718, -9065.612945870877, -9154.792707924016, -9103.5020344058, -9093.328090316896, -9091.676027583138, -9093.782447469084, -9049.39714645783, -9232.835068751356, -9200.409629699043, -9257.76285252451, -9194.740735295749, -9199.090094693287, -9202.80741163171, -9220.1317212766, -9012.734185318457, -9056.907916083683, -9225.621905020174, -9727.963102729304, -9047.773885745411]",-9047.773885745411
"[-137854.3751811244, -137688.67772764512, -137831.17242636185, -137792.90294558665, -137738.74523216416, -137956.08617838047, -137981.14997093452, -137707.48132530687, -137663.53089174032, -137810.73652525592, -137854.31632602974, -137627.03693696903, -137701.66667456523, -137789.1251167594, -137836.00566149747, -137720.44401571222, -137827.92514866195, -137748.50418953813, -137785.0742235146, -137849.39462849003, -137902.88154524556, -137870.60952526022, -137767.55312396324, -137839.8070196984, -137403.29163753425, -138064.95598610872, -137996.6728908013, -137673.4540537215, -137893.32649992115, -137927.97690209484, -137695.87093353606, -137722.22077530733, -137608.62133531505, -137753.20600010475, -137511.20575554442, -138108.8749910245, -137724.2489855726, -137948.06442882773, -137657.9454806815, -137615.3011248079, -137839.68348461407, -137717.49041416703, -138010.30472540346, -137923.36235550593, -137965.01024368324, -137732.40545323875, -138083.73122797272, -137750.27281161046, -137667.0118351088, -137830.61621849035, -137815.25106152642, -137793.79338819467, -137895.04816438066, -137690.7432778316, -137936.03973468117, -137597.1986511863, -137553.1219985941, -137865.9066462772, -138032.21757439373, -137824.8913906586, -137675.98924558013, -138038.34587057022, -137712.43815056243, -137639.01960381964, -137629.01762718716, -137843.22455749827, -137530.7709569232, -138013.08605339445, -137820.52329760056, -137843.67887587973, -137587.88647437116, -137904.0061894704, -137846.76720065463, -137668.6562197219, -137962.0323601743, -138004.9839891934, -137813.12810508214, -137799.66598593193, -137875.4804558493, -137718.32918010055, -137894.70868654994, -137806.4106441525, -137730.83449462632, -137834.12308139002, -137592.03895529528, -137749.46427369746, -137901.24560978942, -137699.90205806712, -137563.14459266874, -137724.74698764662, -137640.52470048415, -137870.55289432238, -137935.61538404226, -137735.37366064705, -137907.42134572772, -137927.70850996452, -137913.72776698295, -137808.74151793812, -137960.85851061923, -137831.520465041]",-137831.520465041
"[-137768.77120914898, -137992.7782542906, -137652.2719371923, -137827.3293260318, -137777.0926981582, -137912.77189932673, -137699.77706242065, -137942.03842372604, -137725.83517454588, -66843.1781312858, -77143.25070409244, -59532.37839144966, -24772.37144111857, -20905.678369253597, -17647.17729855161, -16812.482572952547, -16469.91586169972, -15131.741629542204, -14189.691927205367, -13140.124360063655, -12653.014364719567, -12183.508548810589, -11246.92049035916, -10124.176863635346, -10088.865851036006, -9933.916816474377, -9962.392438245037, -10390.49174578959, -9998.468695143, -9860.158407009005, -10029.820802457903, -9687.506369272443, -9782.523800024277, -10347.096057711742, -9534.606193335914, -9230.66521740751, -8981.661134319895, -8951.856745515453, -8885.830354681188, -8841.247627330504, -8813.10865329784, -8835.590007926501, -9400.577613098758, -9317.565217058249, -8812.79109571402, -9272.767371370577, -9320.407665009718, -9391.920004325968, -9545.755219948554, -9380.468899247833, -9136.414402902827, -9266.568458236301, -9275.67439448005, -8977.723784472071, -9050.040975574635, -9479.217644671837, -9417.997169282495, -9338.475216080178, -9395.058864345783, -9344.23043185925, -9200.854304309634, -9234.648198072899, -8701.422467887352, -8529.332365485887, -8537.294911200173, -8510.89134461865, -8542.696941640828, -8509.820992188526, -8513.421066883877, -8516.606909575918, -8516.401249023033, -8490.068100576704, -8949.70587365128, -9270.025849508715, -8668.366009015228, -8625.670300337964, -8584.790924252247, -8773.151654419784, -9096.83985594041, -9198.684144392424, -9116.57195821968, -9264.118168952493, -9283.359954258474, -9256.43734463046, -9318.225374834261, -9206.660040493285, -9218.037661743982, -9239.47057268385, -8575.924726433448, -8990.268451721411, -8577.374061486546, -8707.891305693265, -8649.02520429503, -8616.792250510112, -8693.56485616666, -8606.528460404577, -8962.488332378223, -8840.809457982641, -8711.283015935429, -8856.317149732102]",-8856.317149732102
"[-137766.70339256676, -137915.52873051987, -137860.69636124733, -137885.92543132533, -137799.2829074551, -137949.49654426918, -137748.74424612764, -137703.52256252567, -137819.73152397198, -137772.04713433437, -137699.04008524265, -137887.682047692, -137696.41323925852, -137726.9259240378, -137816.61824472313, -137824.9476958131, -137701.48323010915, -137872.9002936376, -137824.7813226049, -137715.75362483403, -137868.78651014576, -137747.86824169318, -137936.72228170838, -137989.9059217463, -137667.99171821756, -137859.6951167145, -137631.5368576586, -138110.4136720727, -138040.03766642374, -137791.2713617142, -137867.78432468697, -137881.33362024132, -137668.2775335453, -137760.96059094113, -138050.39835635477, -137885.61227760828, -137603.50478272696, -137727.3498297572, -137919.5726099318, -137765.00050107998, -137818.36271467997, -137765.5725545534, -137958.64745327516, -137733.0635066637, -138012.91429712443, -137895.2663749356, -137947.88207280563, -137710.73170857367, -137813.61734952644, -137858.11733461183, -137748.95018599046, -137728.7221182657, -137936.10239132587, -137932.47400938347, -137600.51128566483, -137906.37654101054, -137812.67019945913, -137845.6100901815, -137788.72442586542, -137692.31012615253, -137563.23727512537, -137782.7156238572, -137980.52271301125, -137676.89219869228, -137756.6305034836, -137798.69046414093, -137651.64456299957, -137824.82557971723, -138095.5758767371, -137858.06423246846, -137921.92627044395, -137879.23366388198, -137824.46874218623, -137919.97864996846, -137800.88429283674, -137880.34609650105, -137848.47045394225, -137709.94884944093, -137773.73531012042, -137827.85163603156, -137689.35418804627, -138030.72715786836, -137937.57566257694, -137830.95390616698, -137888.79770495876, -137791.18088701283, -137705.1590339888, -137848.11456880282, -137663.00895250385, -137668.73701213094, -138041.38636567694, -137707.05717766, -1.9278326766576366e6, -157704.30605788334, -110043.27201636265, -89131.24189439433, -98617.35666892752, -100911.19243779063, -99293.44874210039, -98103.56496181704]",-98103.56496181704
"[-137854.99782989957, -138017.6250647373, -137494.33797233133, -137814.47970065987, -137802.29564957274, -137894.02605736422, -137904.14653520889, -137702.37764999206, -137581.2554673537, -137825.20524776823, -137677.74869331945, -137897.9879839811, -137651.04560626962, -137556.44813206248, -137783.67874019727, -137998.57445576627, -137601.90575627156, -137892.56612728324, -137915.89595466433, -137671.90873397587, -137893.6164392831, -137689.41170533156, -137851.40043424658, -137646.11287338575, -137705.11819010033, -137965.24439048182, -137661.75016144488, -137950.8522933142, -137856.74449929103, -137886.68093242505, -137865.67894662803, -137887.63450590023, -137816.80266190073, -138024.38677721948, -137885.6158094531, -137627.82284163756, -137726.11408375044, -137918.8866734236, -138192.91705626898, -137826.05453817, -137874.30856573422, -137723.85924213304, -137535.14354475203, -137572.5266560492, -137794.19695527526, -137725.86354237222, -137798.189883821, -137911.60410053574, -137836.00746554066, -137815.32109389416, -137888.99475943085, -137819.82895803184, -138124.5740354018, -137902.5317823787, -137846.90260535254, -137779.16278195087, -137737.60102702316, -137868.12541226574, -137694.194727904, -137820.64163689487, -137976.9579023897, -137861.25836202668, -137662.52198393596, -137831.4141959648, -137771.49159984765, -137684.87858154415, -137779.94015420775, -137820.6024972537, -137697.26196858802, -137765.1514337555, -137919.33422897253, -137806.00204698162, -137717.80529778203, -137732.3321394101, -137894.3471034164, -137862.4576536565, -137759.10851627032, -137775.9646049827, -137809.5323693682, -137904.41587330378, -137938.45312159005, -137577.54242110226, -137740.92645701248, -137672.48587056377, -137765.47023076846, -137620.44690184345, -137729.7200210412, -137962.7542983708, -137750.61874996635, -137656.81973438791, -137691.1142788939, -137732.8896439429, -137695.91957284743, -137822.47372060723, -137837.6372519351, -137819.1586446319, -137596.24358869443, -137752.37798205466, -137642.86845382315, -137763.15376824143]",-137763.15376824143
"[-137763.2548511241, -137599.87623501575, -137732.98598428207, -137536.80630426318, -137728.72244591068, -137726.9767067219, -137792.1204345918, -138013.80943911636, -137620.1938977239, -137896.823719585, -137846.61697461156, -138084.6635495037, -137928.01123956236, -137906.88118621177, -137708.96869144432, -138018.62307329781, -137827.798389588, -137932.4493039453, -137891.75420280918, -137631.19887207093, -138032.2217894777, -137799.25990662636, -137835.55332479923, -137810.60754382375, -137809.11526656197, -137683.2938195381, -137958.01821670227, -138000.53337017447, -137818.4988004432, -137884.10050825056, -137799.3935368125, -137916.64388622117, -137824.25529467326, -137490.28700699896, -137879.7075961417, -137523.8189289638, -138113.7198155781, -137622.05584360627, -137853.8066924148, -137984.3995860564, -137763.0347472211, -137688.0010285629, -137685.1675157836, -137923.9218696072, -137799.61895570243, -137768.28242351726, -137693.82749248247, -137789.4482952133, -137727.34485355724, -137584.79441760582, -137649.540534221, -137701.67060441448, -137690.75608904436, -137739.15140500493, -137711.55509601106, -138067.97104353097, -138089.00756031432, -137746.89361647837, -137800.5716299527, -137982.8743724496, -137705.33524436664, -137681.89692090798, -137689.7302550942, -137660.68627700847, -137920.16114293077, -137662.26191308754, -137960.9919298335, -137640.26812187466, -137672.5531031581, -137896.36212853264, -137546.82347072364, -137760.43432669484, -137899.97904131716, -137846.46972196063, -137831.8973347285, -137576.03574704548, -137928.2279374536, -137682.96629266976, -138043.7580441113, -137583.5037229026, -138131.87132297855, -137775.2814860602, -137582.15630151285, -137624.08462725914, -137974.10557307824, -137859.46909308474, -137813.1269649475, -137636.01483992598, -137753.27225964665, -137714.16997803882, -138089.97199012322, -137627.0352152979, -137945.5929611697, -137751.25782976643, -137663.7521641087, -137821.5703188474, -137806.55244963808, -137823.59399594035, -137833.41153773063, -137515.87052318448]",-137515.87052318448
"[-137524.6742900729, -137903.0320132032, -137899.84049768985, -137841.9410295882, -137872.11853930686, -137976.43025349057, -137837.0356909401, -30437.671000919465, -17346.691634137744, -14291.244267227654, -20352.25154118292, -26962.498167727183, -29954.07181677038, -34590.75367772832, -41931.64225818696, -57456.228683212175, -62250.67931311098, -77344.46554104204, -84069.98413490917, -93267.49845539358, -95575.2793541744, -99985.10421998797, -102925.1461459855, -105625.22018324187, -108240.70925794619, -110919.374777403, -112310.79301341601, -116085.34643670772, -113980.45427597962, -119956.12489354807, -123934.63716863417, -126222.60473400552, -128913.17640394317, -130886.50878537179, -133931.63560400443, -135645.4433959275, -137670.9127827577, -134851.11071145642, -141062.03622513867, -143376.57046152552, -145433.51941158736, -147080.67011500514, -147641.69766033028, -148486.008169415, -151683.63645053492, -153523.0289226607, -153703.3349242466, -154882.662526415, -156303.28898939598, -157954.3971653776, -157066.7581836353, -159652.76987811018, -160615.08206771512, -160308.91835497995, -161310.8038903696, -137764.90042534604, -137658.23129158202, -137970.5277662211, -137773.53205904362, -137794.01740201956, -137714.1585720459, -137977.13119948452, -137556.03715401722, -137753.25715813498, -137957.43931848556, -137806.50654067716, -137833.43564475243, -137687.6553077153, -137834.20099888687, -137832.54865595803, -138005.86920527546, -137567.3812124126, -137890.60744055267, -137915.9220578361, -138086.38050545013, -137740.81722518112, -137874.90878043658, -137797.35474170485, -138090.0217482223, -137828.29136213902, -137836.14119003227, -137893.32096394055, -137878.9164400828, -137911.2804316458, -137745.01193581978, -138023.54144509792, -137733.4618503377, -138022.43959263718, -137743.46359362727, -137774.28198107902, -137699.4717017768, -137673.9747250252, -137583.3766865482, -137975.6757127524, -137807.37800391062, -137711.58041789976, -137720.21534895245, -137913.50143910575, -137964.13238466767, -137729.22010372163]",-137729.22010372163
"[-137676.46357833638, -137788.00750731208, -137914.87091615557, -137683.72569003823, -137695.37275615614, -137587.71274762048, -137713.1391526217, -137544.832109317, -137694.97956845586, -137945.05464905253, -137939.87397749818, -137807.9871294694, -137729.67201344887, -137586.6651469081, -137636.5041023514, -137707.7100584912, -137802.03074461542, -137767.19068910123, -138077.87099591192, -137866.17578021807, -137926.9777903033, -137582.10569488042, -137699.1822850099, -137939.85854014772, -137886.44162136115, -137642.8536832625, -137568.25902926287, -137666.75237444276, -137593.69959601833, -137917.92385129305, -137888.67733601108, -137882.97030489676, -137867.60298216305, -137666.80244708803, -137925.78546290318, -138004.87369577278, -137872.0269193173, -137965.22788188676, -137970.53616107604, -137743.16547712358, -137847.34095398115, -137858.05336683054, -137771.38501151523, -137966.17666270785, -137888.33489549794, -137628.64838263582, -137663.10790530386, -137848.50870606964, -137832.69565837743, -137681.3212223448, -137628.02629760516, -137837.96042246924, -137817.59101923983, -79449.18310016635, -73583.75769271342, -72046.40311655095, -119875.99962696065, -132358.43005704274, -131977.9070214583, -142468.09826271207, -129437.47768376749, -111497.54702487716, -96195.73604899002, -82684.89170760963, -35633.66907991493, -24234.920150528393, -35719.390665723855, -39058.68411090719, -20243.87267765791, -16133.270815869157, -15148.414322734026, -15425.820017829203, -16351.290330632937, -16175.651528496568, -17771.144090073583, -19951.08773632254, -23371.492156644636, -23887.722083886943, -24819.17237706348, -23938.25435533939, -26723.25829485108, -28936.46870370817, -29500.675958667696, -29588.325639984432, -30789.23369953858, -31706.184048898383, -31564.10707035812, -33105.100374567286, -34573.823021360906, -36219.313571832135, -36026.95292339272, -38599.045336129275, -38337.26975590471, -41082.34253299899, -41183.85227818757, -45571.50648915425, -43645.36202126118, -45601.02545517369, -44452.96881758416, -45713.0724140781]",-45713.0724140781
"[-137800.1667343399, -137740.31285555128, -137939.7399581592, -137498.19013267258, -24824.123924885746, -15081.9783606879, -11938.511445698288, -10615.323615436442, -10055.39320998601, -11699.944299005469, -13764.489408924386, -15549.11736886686, -18648.444251881334, -25138.03587998122, -30028.703735481307, -33319.78034914365, -36695.00309190983, -42270.40160435563, -46395.49497684484, -47543.95400544993, -50525.887012975734, -59329.01520947185, -61499.4255470716, -64622.41082433975, -70587.25650590338, -81935.93650949145, -76482.97730156337, -83526.70632252471, -85396.20925340579, -93311.32397445232, -103221.01747824546, -94427.14870072642, -100019.20041947154, -107033.71128785603, -120453.5337803456, -101174.3432226816, -123544.13278977742, -128607.7305482119, -128476.17211990249, -131556.10648307385, -132961.970840115, -132020.67064295377, -130419.94548671345, -138404.98837973134, -135178.1261974607, -137812.36491740748, -138038.04225335649, -137719.4876101138, -137687.3928098288, -137876.4918203395, -137539.67656309935, -137865.3303058199, -137763.5273073842, -137821.05493369594, -137722.3315621606, -138190.9786916237, -137784.97916424702, -137773.72149439834, -138011.80245764847, -137768.6838372608, -137775.18919929952, -137937.20911513627, -137772.0211502916, -137912.71694178533, -137872.37015082405, -137777.0905110638, -137842.05861769716, -137843.763274002, -137914.7490604005, -137734.87324301663, -137803.47524693242, -137555.00338443127, -137695.09907710343, -137732.45738821145, -137756.38449299717, -137714.15677607062, -137918.4033792471, -138062.11217952098, -137765.58516256136, -137631.96299223875, -138120.9634733285, -137955.9093720342, -137857.6676934874, -137870.889515876, -137751.12848370263, -137873.9184244635, -137884.89425286357, -138012.0315794478, -137958.48907024728, -138201.74647199284, -137842.5662627257, -137911.95806471823, -137804.5820120169, -137673.84013474706, -137626.6499216049, -137884.24573732266, -137876.74624330486, -137845.40068682312, -137806.69622162587, -137959.54189562867]",-137959.54189562867
"[-137922.798975488, -137593.27280638742, -137825.31466222488, -137800.40060928636, -137809.5779858861, -137662.77395904023, -137910.20441688053, -137836.166871642, -137724.1236866482, -137771.3091309629, -137502.98818478634, -137841.717624144, -137855.27856542362, -137728.27100104836, -137950.29004115993, -137713.373052121, -137944.78930952415, -137865.48669835823, -137750.04609339786, -137910.37699260327, -137869.28006444586, -137710.47897716096, -137874.11542182992, -137621.24411906578, -137557.8191719798, -137985.7046157937, -137813.42873317114, -137655.87727994288, -137711.42575524296, -137743.45248815726, -137839.35050303317, -137950.50287893388, -137862.5587468511, -137635.57651343604, -137968.10820207067, -137967.1764233444, -137723.03648152613, -137745.25805108677, -137621.90086974972, -137756.73632146028, -137955.72467631774, -137855.7937571319, -137604.4328474545, -137958.11837568114, -137881.62194994808, -137745.2348654073, -137668.0576692865, -137723.3181739725, -137828.62847816112, -137921.32432566353, -137695.9579804532, -137812.63748653934, -137579.23109844618, -137982.76160136212, -137681.70665124533, -137982.1849308177, -137746.5836916399, -137792.5758233296, -137997.05629066165, -137961.45227641612, -137865.88162333597, -137983.63913197728, -137847.06395829673, -137568.5245889795, -138037.63138232476, -137782.4327609894, -137778.27176228777, -137851.73744169733, -137753.96706960013, -137674.88667412096, -137939.80496278338, -137788.95879018714, -137814.73911870987, -137860.2394328747, -137805.6201453618, -137809.91913146488, -138046.1450937785, -137834.42944183614, -137764.42188801718, -137927.24185796123, -137940.82841300275, -137759.07690587992, -137769.34929138326, -137748.30958876785, -137940.83240957226, -137807.79579948724, -137758.1961952753, -137964.152654814, -137784.46638460015, -137690.89414652842, -137809.48685287064, -137794.49299565353, -137775.15761880134, -137771.10013613568, -137728.9239152712, -137624.4949480407, -137514.91927390225, -137845.754762958, -137497.43189155724, -137907.7971583214]",-137907.7971583214
"[-137835.13164114935, -137921.89515194565, -137806.0592637116, -137671.15635795286, -137791.55855716168, -137815.7145943226, -137691.3305888436, -137913.98181223395, -137732.10336842886, -137991.29114705697, -137830.62502557584, -137685.99365098987, -137791.60774855557, -137723.58180802577, -137782.8788429291, -138111.3012684873, -137811.53492236132, -137862.87932266918, -137672.2149400464, -137828.71909095524, -138276.49419073903, -137927.9271226839, -137887.87901338408, -137706.5457405843, -137619.42313935325, -137767.4114014223, -137819.7542993574, -137946.51901111344, -137754.0077049677, -137710.5144313944, -137675.72336847035, -137629.17226537294, -137877.14025851223, -137871.80061492222, -137792.63333333615, -137983.39637215773, -137728.7657939903, -137683.85409386148, -137894.77591959146, -137871.65040734815, -137820.87148583343, -138016.8964274232, -138016.77170632358, -137701.25375308938, -138059.36319224403, -137852.64990282003, -137636.1718439181, -137917.21158993762, -137994.44922025624, -137879.31592084042, -137940.61243864632, -138162.0001979942, -137996.24651257964, -137784.61253584208, -137912.29860453622, -137636.1715476687, -137817.79673425748, -137761.57018106774, -137585.00522571185, -137978.31676308106, -138013.7736621869, -137846.92091839865, -137741.66069856033, -137873.5348953944, -137691.75150053395, -137864.6800273457, -137931.863902648, -137671.8492919921, -137774.28510613652, -137571.47101248408, -137815.4890108936, -137847.23189858373, -138026.98917422863, -137750.91276455016, -137643.1301402928, -137813.0101889332, -137663.76970528642, -137740.50203829422, -137825.48728948494, -137786.3064970208, -83938.29392310858, -73872.96461844022, -78159.57808935002, -137572.35723743014, -137994.87102139098, -138059.24199730865, -137834.76714184633, -137886.94698431733, -137714.64801109303, -137675.08453301282, -137974.41263176486, -137936.87133691166, -137765.47711405528, -137807.25730029822, -33287.194043770454, -24210.521123519724, -19560.95445789466, -15866.650042269455, -15106.691338402601, -14065.077071537364]",-14065.077071537364
"[-137587.1850712876, -137725.04168092142, -137725.11180457514, -137748.0903049273, -137661.14285294493, -137629.07766338164, -137752.84402449502, -137470.53224669723, -137787.98099875404, -137737.55854089724, -137557.45716136953, -138056.10369632771, -138188.22138740352, -137887.4925457904, -137899.0026490972, -138009.63599718755, -137700.91163547253, -137782.90920845023, -137473.72456196803, -137728.41540609312, -192986.21444520252, -25574.833991958567, -19563.10613267534, -16652.27852976093, -15787.033672267946, -18307.335592737432, -19949.02248750154, -20917.445598500148, -26274.16278212448, -30866.402077964907, -35599.334611835344, -37623.86044747149, -46872.15876268973, -49008.138220309775, -51955.401921404344, -69583.27992535598, -77548.53624085881, -77478.78175534157, -88220.50787223666, -89613.8041910173, -91686.74915909111, -93493.99846142036, -95272.7191448757, -97009.8957239443, -98833.5314122381, -100876.65982357552, -102968.33128378852, -104852.72326251055, -106739.51161910086, -108515.22982416078, -109985.9817756741, -112443.03076664728, -114078.6045212317, -115997.01422837231, -117940.86042600912, -119769.92962123288, -120756.6854571074, -122635.36655230359, -124611.08546647977, -121838.55724663858, -127907.43438086848, -130179.00819657628, -129992.25964936051, -132459.13977481175, -133452.28501329906, -135488.91754328052, -136367.45088997067, -138689.8867413506, -139302.03181926487, -141695.90630004124, -139439.37134985498, -121236.81413512991, -129313.58264907205, -130036.68798399817, -140858.79665066823, -149552.42804590255, -151787.95876718403, -154012.17214605905, -155057.20104554386, -153782.35238847457, -157092.24703551154, -158492.11399075013, -159379.38668957818, -160345.89934825682, -161264.77106963957, -161826.26762173607, -163921.69714591175, -159846.03172166503, -164009.57335188988, -164643.75969270297, -161689.42188155156, -167782.30328140827, -166190.61068755505, -169595.57326713356, -168423.23505070974, -166017.92420964863, -171152.9938856825, -172340.51151507022, -173517.0964093176, -174595.32761705024]",-174595.32761705024
