returns,last
"[-138002.56155130724, -137458.90597149156, -137906.1487374838, -137605.86838274085, -137549.99361557188, -137394.0744018356, -137751.78217020285, -137975.17509368897, -137628.96677500234, -67047.49977533628, -69217.59824148398, -87119.09334907758, -75209.15200524783, -68012.93991910646, -53569.495041577284, -42389.0084672507, -35499.877035737765, -31826.22757614144, -29733.614298749562, -28585.467695158608, -37663.15935036322, -56360.00152959601, -69519.47833353918, -76834.813396994, -80345.55682344243, -83157.14030090763, -85814.23200534935, -88389.44570556603, -91197.73555558085, -94290.87814873502, -97190.58265496638, -100630.66998867145, -103564.51093161326, -106837.59516528687, -110239.60577846819, -114030.31243727235, -117784.0767415654, -121892.01126742546, -125826.85088765579, -130179.36493197634, -134097.3588515384, -139126.63364271066, -143226.0327710966, -147883.71888440129, -153127.86017433388, -157098.49409627312, -160194.3471068609, -164608.14844638645, -170278.70286295397, -175387.34992490255, -179381.99699879135, -183467.85449671178, -188429.7170243469, -192625.72524509206, -197006.81482755428, -202725.54318468997, -207942.99888191113, -211917.90877640666, -214545.36602514883, -218120.9244355156, -222443.1670977676, -225573.6970748986, -227579.1223798392, -232711.16571293416, -235762.50471697704, -240379.61937067594, -109977.05539296773, -103242.7127154877, -100898.15323545143, -99397.49473649832, -96701.50924434442, -95420.78408823797, -98529.88315139912, -102966.4620200423, -109934.70013411799, -113216.5402011131, -114378.98183124099, -115936.52019620835, -116600.89971466945, -116108.42923589243, -117826.1746784037, -119299.94518789747, -119505.999255582, -127835.03199267958, -129589.22682471314, -129197.15071815117, -129134.21085331694, -129775.9699079751, -127937.01191332929, -127509.8005182198, -127833.85570630478, -127118.11097808917, -127599.85074284663, -125993.23564724495, -126123.74232030693, -125784.34639789966, -125007.84885429134, -125157.05847002675, -124745.17316226338, -124666.3572198655]",-124666.3572198655
"[-137855.34213995285, -137550.19549292803, -137648.49035775664, -137895.39810318255, -137676.60675960858, -138017.444784001, -137850.64125369163, -137857.9840097289, -137810.7415174691, -137869.5185029869, -137911.75444293043, -137966.29197945754, -137734.22566474046, -138083.4294865037, -98141.1077376525, -68946.65972913335, -78052.0447100023, -76214.93634330067, -67971.28001996051, -57424.62568596638, -44479.692870365965, -40685.527435452925, -38027.78806350056, -36004.35044598174, -37222.428970122426, -70048.71312080241, -79919.57164942111, -82404.11608970167, -85753.03623278525, -89138.93610839744, -92704.18069962345, -95844.69864549354, -98934.5541776815, -102430.35948707121, -106702.24555030146, -111408.2426965013, -116330.57879680241, -106354.33914255007, -120515.43455968877, -111341.43465880834, -122029.67311810073, -125572.7270082868, -128981.90028548853, -117898.40354738562, -117002.33197440124, -133952.51556686245, -135335.09592186625, -137996.9106084907, -120048.1636583372, -105988.66745440845, -121220.1583779292, -131551.4825668659, -144330.2025803374, -132675.86755002599, -149286.03906252063, -152601.11404677675, -153296.8213120203, -155782.98506383513, -148762.50358949843, -129551.69159235989, -163474.63065114676, -165060.45530346336, -148663.13307010275, -166190.09781968076, -160384.6661106128, -171650.2478852677, -172751.49223815615, -175082.7562781596, -154965.5709113998, -149584.2543630503, -150395.46598446174, -146131.85517010643, -117041.0506247291, -126678.7977417753, -114669.08436757204, -120824.94088319113, -128187.24106966658, -115299.48715629075, -68756.64145168063, -68284.12362714202, -71387.06031240418, -74391.00258138018, -77365.74770065775, -98836.16797763828, -93327.55547529648, -89741.04671468644, -103591.10005727493, -107484.66278158528, -110224.79696306096, -105665.5422725417, -103825.3715157465, -114324.37783281034, -118565.4720010563, -100149.20143994753, -100684.46712212266, -99727.79221837988, -98341.85683908676, -97153.24032981932, -96326.5052737246, -95279.58347407969]",-95279.58347407969
"[-137833.17216138967, -137636.8005188994, -137846.40549397946, -137905.89826657443, -137754.54158230842, -137819.44573589755, -137866.01572558618, -137812.0483480344, -137718.90428948926, -137782.66785504538, -137628.01608790606, -137827.48747555635, -138019.4129093487, -137864.18156554422, -137815.55432309923, -137638.59081976578, -137831.88446452754, -137967.98170775193, -137686.64462951518, -137841.13043988723, -137678.00666274162, -137686.83815352604, -137883.772871956, -137672.91844804498, -137625.37663811594, -137528.9277104655, -137859.13049291863, -138066.74978224598, -137682.4603576041, -137908.95588293517, -137626.44906239735, -137811.35818357917, -137880.31640629456, -137823.53360625872, -138035.9753791756, -137728.12664273844, -138003.02848309957, -137941.33947826715, -137802.70118784727, -137846.68082736968, -137631.57298794275, -137658.4438394786, -137797.71741625902, -137892.6311319897, -137715.06870943477, -92951.74642536888, -66964.52280583624, -68963.88002027413, -2.0155740932588744e14, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]",NaN
"[-137678.7318070307, -137746.80964693657, -137857.69832472768, -137622.85695222305, -137921.94034491017, -137648.27051285387, -137458.24244741493, -137749.80259517752, -138109.01158348, -67448.67990445785, -68595.69534053544, -67862.15740287205, -51202.62813267023, -38790.429868609746, -71125.69643848098, -70376.2303315365, -65416.04078370449, -61145.120915832056, -80757.28948078447, -82893.19712884158, -86196.74960225818, -89426.17993771554, -92716.87882082388, -96452.74304168594, -100053.33043728567, -103927.72897922782, -107963.03562223703, -111909.31963332639, -116235.3716123662, -119657.75167307685, -123554.60591646603, -127179.47728298216, -131447.03597361266, -135479.3072383395, -138921.16893111222, -142898.40488767327, -146498.9016468289, -151119.4194142296, -154789.48553210092, -157454.24991415898, -162660.32100062873, -164937.84297061115, -168904.56562885293, -174053.7396612855, -177935.76123525124, -179936.50024706774, -184355.4618599926, -190496.8951979946, -192556.02635544867, -196348.76969519025, -199731.13463790755, -205061.1635180887, -207879.89950866578, -210201.35304259913, -213213.75019772365, -217906.2509223282, -220488.85013812312, -223966.19833916868, -228625.33303013438, -230353.17650453444, -235624.92127561106, -236786.45827407, -105203.70142709895, -116119.51446360348, -118091.98309267388, -122349.44962704714, -125321.10875923902, -128612.65738579108, -133351.47297532734, -136410.78543656625, -141619.63019969795, -145325.97515534854, -146236.32218367522, -147174.12266538644, -150434.40843722268, -154275.99956077427, -155334.20416447785, -159461.67407782213, -164390.77011100922, -130174.64367563612, -168511.20701171324, -170692.21293370778, -175552.32051187713, -178279.76240056424, -84745.97412099902, -54213.16314582924, -46006.69942197587, -43442.80581534303, -41500.489123724394, -38459.808439595145, -35799.11958463198, -34662.96346244226, -44828.10708055308, -68624.83128266747, -70385.07581476793, -68242.44509937214, -69274.92697383394, -76775.10491845667, -81046.21951056998, -84922.81584734049]",-84922.81584734049
"[-137459.23502597402, -137709.9650215318, -137924.43598616947, -137906.6163567355, -137757.57946897627, -137828.4667683471, -137946.86500462744, -137786.17786795943, -137964.26872917393, -137658.80985766547, -137867.66167758367, -137531.44895553857, -137723.97657180252, -137820.49026392138, -137671.2892846623, -137843.21265587758, -137721.2582217948, -137681.08247557847, -137663.44542979758, -137921.3410796556, -137760.20800777737, -137358.52887804975, -137730.74611176684, -137925.396658083, -137996.47599843933, -137636.87542962647, -137411.31629571551, -137897.52006383537, -137841.50789681255, -137660.4978592993, -137708.86750796117, -137992.49720936548, -137925.52421656737, -137740.59766067995, -137967.0379443044, -137935.15430016475, -137635.134661431, -137833.54223826126, -137539.2946605803, -137912.72371263336, -137979.18783414658, -137822.37276258392, -137799.76660887324, -137741.64046810725, -137598.98043894675, -137813.10802993728, -137994.6595919429, -137969.74961014517, -137903.65716303553, -137728.33781729828, -137888.49759820433, -137778.33030764584, -137637.774603372, -137689.04519849355, -137539.17703471682, -137933.48265459534, -137828.8542328233, -137804.3247564912, -137898.83787712117, -137504.40415295464, -137889.36610182183, -137956.63198714794, -137665.06850991395, -137652.54702895394, -137861.35828020432, -137889.77528682892, -137591.15776442672, -137724.70270328777, -137993.95806964667, -137614.97014574648, -137778.41591921076, -137868.34109660823, -137765.1074468264, -137977.9576939484, -137757.55973851314, -137829.1586472642, -137826.41194518426, -137779.44980404305, -137843.4469941525, -137755.03284167463, -137927.35812094688, -137953.0251925085, -137499.56109186928, -138013.49307686597, -137807.69988583034, -137951.26571983926, -137787.7290335998, -137848.16921831676, -137626.35323352032, -137722.63793315247, -137864.78238257742, -137688.3879052603, -137930.8015746987, -137976.8290153929, -137845.82407871762, -137929.94986466217, -138014.82799948394, -137670.22479085132, -138034.63482310376, -138032.26925941894]",-138032.26925941894
"[-137571.56302244394, -137832.64484747098, -137991.07097206192, -137938.90469938715, -137966.35617550265, -137961.3839027903, -137775.15855875975, -137765.15307939993, -137871.5414373267, -137972.05752424165, -137924.32084625014, -137939.66849302032, -137701.9134670433, -137885.93730141176, -137850.8797019749, -137814.14941270716, -137783.3291375698, -137738.688272126, -137772.79522191512, -137891.48020372796, -137827.5574305571, -137771.57648636392, -137884.6061489558, -137866.33200368562, -137547.91655205027, -137944.47333984287, -137952.59574737013, -137783.3917894782, -137593.30478929536, -137824.15765139117, -137882.60365919006, -138095.19314073477, -137688.9405869298, -137614.3613029085, -137874.6990911059, -137992.6387518011, -137883.6378558696, -137688.6255121763, -137993.9641248613, -137810.50503295488, -137596.2440117231, -138307.61966097253, -137772.29788252988, -137727.4218018713, -137473.95375703875, -137845.85152448958, -137742.9881701806, -137807.4940041305, -137695.98465495332, -137709.9421494218, -137822.68284701405, -137671.25757816504, -137617.02963573587, -137790.9006928715, -137772.3601927302, -137659.8274831042, -137741.17223563328, -137792.7819332701, -137796.5491707014, -137710.0563426667, -137829.7488383583, -137609.94904445665, -137697.60111371463, -137680.14581763436, -137905.15602324257, -137810.00316969535, -137828.24313432354, -137713.17376417152, -137840.21636613258, -137541.29777283818, -137859.57062629878, -137812.86767868203, -138045.15858757324, -137774.922023471, -137668.47516371065, -137991.82994712287, -137777.77113687026, -137676.1907669687, -137844.92919091877, -137856.87150367346, -137791.13752438859, -138011.46110760226, -137655.12542640424, -137800.55339165707, -137803.2549989957, -137997.8530941771, -137721.2832520754, -137908.99431475133, -138077.26128691647, -137844.7421124651, -137659.34812464335, -137695.25419056043, -137937.349660207, -137805.1796740587, -137851.4423846378, -137971.7245334864, -137764.483522313, -137783.15107390823, -137791.81460320178, -137793.7249323767]",-137793.7249323767
"[-137851.55950860164, -137810.54446371185, -137909.8957258979, -137932.00001014007, -137785.14767899227, -137893.72244438878, -137563.12030922965, -137662.620789619, -137823.27475241042, -137600.8939802951, -137761.86124143886, -138043.8244220505, -137671.4249394384, -137823.33257528776, -137973.8443761231, -137893.21442950418, -137726.9429900753, -137674.79133766444, -137777.73183230867, -137456.68655506658, -137714.41226853113, -137822.3885755822, -137742.0315638759, -137785.1701515918, -137918.03448785032, -137840.10571641385, -137760.57723547006, -137833.53922972718, -137770.36952001828, -137802.3635866881, -137785.89114142914, -137759.50616084025, -137789.1295238793, -137712.99732189655, -137847.1844184978, -137687.1974288139, -138080.7712727117, -137715.5305042818, -137791.21474306536, -137635.0255007357, -137779.6552944186, -137790.686598985, -137754.00800905388, -138017.71905756753, -137632.59644296777, -137826.4696799718, -137700.55146549508, -137794.20823792735, -137743.31275665713, -137881.5353574032, -137666.68020448845, -137752.59989503855, -137838.01170783292, -137584.66276403726, -138039.2712352261, -137578.31207960212, -137586.74435346198, -137573.5030936119, -137444.32012189503, -137848.71450981405, -137877.298563804, -138018.50269673034, -137549.36760199958, -137998.51232158768, -137742.38550262182, -137816.73317908493, -137555.40905155678, -137875.0759656787, -137817.16617098724, -137813.1183458161, -137748.35273273877, -137932.58473889832, -137967.7455188604, -137737.9984026663, -137781.03329982603, -137581.28635215978, -137726.8320434115, -137724.58754971772, -137711.76401612983, -137731.53512450546, -137560.34672398568, -137844.06422002468, -137651.05842857982, -137754.89162574452, -137794.67238259932, -137818.5358409159, -137642.87716390763, -137622.39352995603, -138046.342539112, -137724.55059435847, -137665.68831455905, -137850.83162204482, -137624.76211163803, -137750.72873045134, -138008.50679288697, -137931.12884445465, -137801.84322509982, -138070.47669648545, -137784.265760476, -137806.9769409595]",-137806.9769409595
"[-137527.65943573962, -137938.37128535737, -137901.04547971376, -137674.38241940105, -137691.50555215366, -137950.88646958943, -137799.76686756616, -137596.66905185618, -137882.82928859082, -137925.56631710852, -137844.27077876023, -137691.06901148058, -137779.5505819761, -137837.8960469025, -138001.8693932293, -137762.95602020438, -137990.9270506668, -137911.2694657214, -137837.3749942678, -137666.17720025068, -138031.2233241149, -138008.5360988366, -137699.64568254084, -137947.87941555463, -137748.59865661405, -137955.2902365047, -137809.84739606423, -137625.71218083406, -138054.16412807992, -137796.28277623843, -137725.81261888848, -137781.54125334712, -137694.83987787666, -137688.790886967, -137763.58279346718, -137968.39316011113, -137778.0418091178, -137961.24827057644, -137944.97819270325, -137619.518396347, -137810.80171333702, -137819.73265678162, -137915.30791194757, -137704.50308081595, -137803.9495466889, -137847.5974420171, -137993.834615876, -137657.07433231312, -137811.28943283687, -137913.91187475654, -137566.43979968005, -137965.27913123625, -137968.6696223067, -137693.26760461016, -137697.51690542602, -137951.7731396052, -137767.2946259368, -137891.22031014337, -138181.8604907039, -137913.74226110656, -137912.51491797302, -138055.4610545449, -137725.42529701776, -137769.2827282464, -137628.53492191742, -137904.65259760266, -137572.86470986262, -137633.5216537043, -138037.9961259278, -137861.12460623824, -137896.9762652303, -137938.06234519428, -138002.31946496316, -137974.38861440643, -137609.15314658728, -137724.8602878746, -137836.46051512173, -137813.4210346617, -137631.56968472028, -138065.70682951043, -137790.89719427726, -138081.53448703594, -137748.07742496973, -137662.7658637833, -137928.5024122239, -137794.2745423029, -137725.98238503834, -137814.00590502273, -137754.21189090595, -137727.56173628944, -137767.10550783502, -137768.38852270818, -137761.32903532457, -137740.51489064874, -137660.45960755955, -137761.62307540263, -137737.5997973838, -137703.57382760485, -137601.04326844646, -137795.99561288403]",-137795.99561288403
"[-137948.42667671788, -137851.05139345588, -137832.96888067748, -137774.88695996386, -138049.75234164356, -137931.1339277706, -137484.70355946865, -137846.05603891637, -137799.32736930886, -137597.96071655306, -137702.0150903727, -137718.19007992416, -138006.65691271826, -137587.7627345061, -137994.0135851662, -137868.4663560433, -137730.32131308975, -137694.93517341217, -137492.70140095585, -137684.1171753845, -138150.06967032343, -137859.80937541416, -137439.22171755985, -138016.43191685004, -137676.23654836052, -137745.354067294, -137858.38679063157, -137860.25548772648, -137663.77963953168, -137727.53137085968, -138179.6638278529, -137731.1670368375, -137877.02194537024, -137696.54162359994, -137945.33680775808, -137706.8719135862, -137871.48677422132, -137968.47687400685, -137803.1367846617, -137606.27501276025, -137847.84292386653, -137571.6503431997, -1.134112778197488e6, -1.0429368086039746e8, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]",NaN
"[-137907.4221543346, -137841.62901776, -17841.708878464022, -12632.796135492546, -11025.25331229349, -10388.914857779097, -10291.462490741878, -10450.019510439237, -9738.606604823592, -9074.525262219915, -9055.707723892101, -9201.146076039091, -9216.038210480114, -8487.55971854762, -9527.297447608027, -9172.613481258026, -8849.09004812018, -9212.335296110463, -8619.873069703168, -8533.501489565524, -9094.564299048228, -9078.635097735903, -9051.2473927417, -9235.101418267714, -9307.604154750139, -9293.01727144738, -9171.68994948542, -9160.958969229143, -9067.74714210685, -8728.267290421249, -8451.580600328021, -8772.70056345955, -8944.45317314509, -9068.49070779099, -9078.035474665174, -9129.91318233662, -9107.446322227781, -9092.19944364229, -9072.144176184393, -9047.175808303287, -9059.969434302006, -8799.64284443149, -8535.160607063111, -9044.266949601533, -9071.355684660753, -9001.606906170618, -8821.656402965235, -8978.328567631519, -9054.996172143969, -9075.43715671502, -9060.156111356027, -9010.802557249792, -9060.552325490109, -9078.70796541636, -9209.733102495036, -9078.159466617031, -9142.286429480457, -9058.745463105794, -9051.744333422592, -9113.870915752597, -9122.724594149577, -9086.273929753368, -9233.090749096296, -9225.648257101007, -9073.875309595984, -9146.335194385501, -9023.307260721154, -9137.849810352383, -9084.984282523872, -9046.397900110529, -9129.56368879568, -8953.171365499607, -8872.742797618645, -9112.343537649229, -9128.649645038335, -9059.923758615201, -9121.649549489674, -9244.995953408992, -9228.614324473387, -9210.181695976744, -9131.290403289897, -9058.387331379514, -9100.51972778592, -9057.052551759032, -9050.095895723007, -9007.496806468944, -9061.975846694417, -8643.020339102231, -9053.405558060458, -9057.994550405154, -8897.626227492554, -8911.583538253773, -8960.017743098833, -8980.867713504831, -9000.20971019784, -8976.055679908319, -8996.972102277858, -8913.313709922615, -8910.752748023047, -8899.838756591993]",-8899.838756591993
"[-137899.76093235292, -137999.94316063132, -137880.5828784419, -137594.22393583652, -137780.93783320396, -137955.55465526498, -137741.59587968187, -137775.06698860068, -137578.63515073588, -137583.38525743005, -137786.9949688598, -137817.5282732709, -137705.69628565802, -138039.28157600487, -137799.4714246038, -138029.9081613119, -137869.54070492182, -137719.99771178444, -137864.23785270046, -137710.80636011407, -137626.09591742163, -137672.96425391824, -137839.80008296383, -137965.89024506524, -137846.93661067748, -137753.51468076333, -137825.57548859273, -137712.48672058102, -137996.09055669938, -137875.01838272501, -137684.4241864918, -137784.41151013633, -137595.82823325405, -137970.41052515435, -137752.88034125924, -137707.65719090038, -137849.48532655407, -137818.48393482497, -137605.32142155452, -137783.22988051924, -137810.06162500978, -137451.0779152147, -137822.74182728163, -137706.03580063704, -137708.01399631638, -137751.45472742288, -137895.77438251773, -137673.544505636, -137703.4718172683, -137597.23243545255, -137914.0769240332, -137841.42514910206, -137981.94993240034, -137937.94744977308, -137454.12774803146, -137931.5182822893, -138003.84809630242, -137530.4924087699, -137589.11656236302, -137632.76465649967, -137668.98101740767, -137879.47327555914, -137596.6467652344, -137794.34212864147, -137746.78422572208, -137851.54673948715, -137642.56458473345, -137839.42867635458, -137970.83498567174, -137600.61171455012, -137666.70766598676, -137725.8254085179, -137708.65962270735, -137883.25905713442, -137834.85664000263, -137835.72970769464, -137810.62763632237, -137935.9597993299, -137592.34144539543, -137647.14993827697, -137897.73011629947, -137817.66382370747, -137834.72070896876, -137643.44330205093, -137789.81732166614, -137872.2390236254, -137808.5882824182, -137640.65727775707, -138026.0008000874, -137836.45656202917, -137712.50961748403, -137637.7656303947, -137864.11439546323, -137674.65469835445, -137966.52345545072, -138079.46645586184, -137998.72136849622, -137918.18803981983, -137794.756970608, -137956.7990132044]",-137956.7990132044
"[-137740.41061563007, -137786.9708166232, -137757.63002799844, -137807.03813363545, -137708.50866755363, -137812.22776252002, -137664.3942252665, -137664.2071568423, -137799.89081583772, -137755.9691642366, -137534.9118711048, -137727.5628877172, -137799.4961807031, -137704.73657867915, -137919.49649903475, -137483.5501860367, -137873.8275360535, -137764.16546649102, -137586.1357690081, -137622.4589008064, -137807.9270332824, -137698.77789155135, -137900.4925948345, -137875.24437973768, -137879.84519452933, -137941.9683944301, -137695.45958950673, -137979.58832377155, -137880.87760420697, -137860.56969171128, -137855.50156256012, -137472.3815785997, -137992.15702974226, -137670.2151581043, -137904.25748033467, -137632.09724713795, -137882.57633941105, -137878.64988345338, -137747.7674271193, -137772.38743824515, -137927.45910837318, -138108.64177714445, -137847.2908667989, -137942.06097707705, -137671.5265701001, -137884.33846271056, -137647.00781827347, -137661.33913807114, -137765.99306415606, -137802.7385314933, -137626.12231082746, -137794.17397129952, -137736.7808603354, -137662.55258096478, -137971.10473381449, -137819.16092055934, -137809.86273011199, -137924.31496475474, -137938.02708654586, -137885.9457505324, -137743.71475394312, -137744.10416298633, -137717.90991606278, -137837.8875337166, -137840.8438713148, -137720.0442147689, -137870.54626402832, -137584.13829927283, -138015.0468761131, -137597.91629005517, -137832.11118854955, -137634.29485234295, -137745.85067174805, -137677.99013827543, -137767.02460229667, -137438.06810777923, -137805.313522062, -137783.89442418393, -137819.1039783586, -137787.9584426305, -137766.09223259162, -137976.4727989606, -137720.13348104194, -137691.35086191352, -137816.11941238883, -137829.91406259968, -137700.99471038373, -137912.42152790353, -137776.68907698212, -137606.9113703348, -138002.1141409162, -137858.88944337718, -137786.6582705388, -137671.29888432086, -138105.5809866593, -137797.78267621875, -137958.99063052557, -137665.98916505036, -137758.19545496532, -137799.08032079882]",-137799.08032079882
"[-138006.4300056228, -138082.97489580754, -137760.35372535425, -137758.11031246913, -137771.0785237551, -137735.2306948108, -137811.32866987385, -137750.4770058398, -137841.54764830216, -137849.72026518872, -137800.1968179032, -137848.88997595786, -137805.02606222747, -137598.80141462895, -137641.88437155107, -138051.31709724836, -137713.8559914865, -137941.8011454451, -137606.93039187236, -137836.03458528392, -137758.21687714566, -137797.1750861454, -137748.82588467668, -137771.25574953813, -137571.12082102796, -137959.75775013547, -137877.75480648072, -137906.92000944642, -137733.5035789366, -137982.26421209244, -137774.7649502075, -137498.07425319115, -138078.93922928112, -137720.10993713126, -138066.72580967747, -137937.45005708467, -137953.78523502612, -137960.61160013304, -137821.96558014813, -137814.1374721788, -137971.0410522368, -137773.02120993726, -137579.84461565712, -137729.17963210505, -137570.10251047258, -137830.26525158068, -137784.96503740991, -137560.81987737922, -137921.0057717016, -137980.83744033074, -137804.77936121877, -137820.40409239545, -137905.75099265936, -137897.77560410148, -137756.12833499463, -137807.62167670418, -137900.2875228758, -138057.31887186618, -137883.70140245982, -137935.4003820004, -137869.71924865743, -137560.14216423174, -137813.46232170388, -137797.40872859553, -137708.79223878658, -137624.84019780735, -137553.95392164568, -137965.2236056366, -137695.98932918828, -137798.3852779755, -137931.26898711306, -138029.69148486768, -137788.74404030247, -137952.04259958124, -137812.7331079216, -137642.1931813112, -137850.65459629393, -137656.89740321317, -137775.76047891018, -137774.28174021895, -137813.94809137326, -137617.96058113952, -137711.18078576447, -137867.95584808124, -137781.2632835409, -137834.44141596777, -137742.46528412425, -137666.5535222863, -137910.495832811, -137869.86167185512, -137963.6290949512, -138065.19742624735, -137891.33639778153, -137495.1069904308, -138112.81668242734, -137808.74545150407, -137673.44913181366, -137832.56746623674, -137518.61143136938, -137664.9084667191]",-137664.9084667191
"[-137885.1631854464, -48703.039158778076, -18186.31033830257, -12511.157336246286, -13802.683048341542, -16589.833184656098, -20298.202747957304, -23074.56056666476, -29246.80560720522, -35340.39850127341, -42184.98982152142, -46740.64893962064, -54765.21607704247, -55682.576688859284, -59546.580887266566, -67725.75596336863, -69893.0218487972, -74149.15931525784, -79874.22760755649, -92515.30894542573, -104326.53031105989, -114142.42468491298, -118436.90175481139, -118974.9175226384, -123035.2075714393, -137809.30442054936, -137849.47284874672, -137952.68938903665, -137824.3357078621, -137509.963559222, -137760.24717361978, -137816.71896801912, -137681.60377248598, -137976.34120930132, -137892.24075473048, -137978.14389589752, -137785.36116843912, -138029.61457831063, -137690.70839975338, -137399.71529539244, -137878.64343842512, -137915.29584736112, -137863.4998498422, -138090.3051725796, -137936.05680727545, -137731.78482197534, -137723.71221628384, -137837.8583428256, -137789.40971950928, -137658.29742118553, -137793.77927791397, -137732.53716121547, -137716.5992553764, -137715.4004423196, -137785.8612699603, -137786.34776637546, -137770.0344610912, -137640.34170193656, -137763.21654505978, -137852.8104693608, -137772.85044015717, -137667.91026602488, -137846.635636573, -137950.89513325368, -137680.24877440988, -137657.29683450583, -137961.3725003095, -137622.4444032661, -138057.18712424504, -137878.70128306057, -137756.38286343275, -137695.8276787134, -137661.82569522905, -137872.18294689164, -137918.88848794615, -137894.9403316261, -137692.51888298985, -137736.83883271064, -137936.54481215676, -137892.0984238106, -137842.76188573422, -137556.60969859222, -137807.9564163444, -137930.5389476056, -137601.30560388847, -138067.4393716244, -137906.40541144, -137836.04590370957, -137769.61001094186, -137639.40106734552, -137863.59006631805, -137729.07881613245, -137717.53861677097, -137693.4092491174, -137767.774662504, -137676.4719805174, -137539.8707024974, -137993.82101043814, -137768.05104412744, -137718.52824566542]",-137718.52824566542
"[-137969.0515008433, -137743.5438532578, -137435.11683777347, -137598.24454402615, -137726.79802227742, -137916.87806030305, -137746.90823416083, -137892.8694850248, -137753.81326226445, -137938.075055071, -137569.7087368181, -137787.37005056368, -137925.24649244404, -138034.87695985773, -137916.22632368485, -137805.80354662964, -137995.50181348083, -137619.6860474494, -137664.90665622204, -137624.83890493066, -137788.90624748595, -137867.14470400754, -137661.47411948716, -137866.584595508, -137713.78660644003, -137656.181369736, -137752.542288383, -137817.46909925935, -137804.80087330428, -137626.49851975817, -137674.77950713513, -137836.8536585607, -137538.91180731016, -137716.862512424, -138008.1477197762, -137779.80139439245, -137831.7109097239, -137827.29750176615, -137770.68106080373, -137764.35085051053, -137505.26294173283, -137788.76074558788, -137881.83643741728, -137889.89521430948, -137911.70787290265, -137893.78903916143, -138058.4277408043, -137874.86265696204, -137913.0973826424, -137778.43784564102, -137734.5658506567, -137842.74263984876, -137896.99318165611, -137785.87836909105, -137911.21371641045, -137748.0163154398, -137787.44449527562, -137969.23214323987, -137696.98612371582, -137573.18212240178, -137826.24230710504, -137632.11867731452, -137688.0383194245, -137906.96394909656, -137876.82154421488, -137825.41055857978, -137795.5103602765, -137624.83628545838, -137856.5105789874, -137338.80070602873, -137763.49720264532, -137666.82328637884, -137687.3769665011, -137692.96565743073, -137960.2006475442, -137864.958416238, -137919.44613547024, -137930.76990097394, -137873.90955384838, -137725.08529502395, -137741.33910133655, -137892.00111049286, -137551.28767886906, -137796.72217700002, -137960.3854328398, -137834.25291643818, -137961.1090552085, -137775.2478873155, -137813.91203720786, -137853.26058612004, -137825.98541494188, -137661.1415069514, -137862.10241152867, -137843.5589781682, -137890.45329273, -137708.945396423, -137763.3183998189, -137639.02255944468, -137814.5590842955, -137903.4102929783]",-137903.4102929783
